names	scores	pvals	pvals_adj	log2foldchanges
Il1rapl2	-35.747013	2.0024196113189395e-277	9.736237980481067e-277	-24.769192
Slc44a5	-41.73652	0.0	0.0	-24.239788
Lrtm1	-42.369884	0.0	0.0	-24.040873
Ret	-34.824463	1.6223553303925647e-263	7.604790611215147e-263	-23.760254
Chrm2	-34.614956	2.088434328569818e-260	9.66867744708249e-260	-23.708834
Tmem63c	-41.729244	0.0	0.0	-23.50381
Pou6f2	-33.96985	6.0425414794007215e-251	2.6975631604467507e-250	-23.453976
Gpr65	-27.17737	7.915622156193223e-162	2.6124165531990835e-161	-23.237383
Selp	-22.318258	5.80543477779857e-110	1.5224042249471774e-109	-23.157347
Ndst4	-25.592508	8.147981074793248e-144	2.5045023795471053e-143	-23.131342
F13a1	-21.891716	6.908823712026501e-106	1.77909623485661e-105	-23.085644
AB124611	-25.888285	4.263712599068604e-147	1.3365870216516e-146	-22.97668
Fgd3	-27.555344	2.795854368423112e-166	9.392567867042929e-166	-22.91719
Osm	-23.88902	1.230041761243683e-125	3.4845375672625585e-125	-22.783485
Ccr1	-21.658415	1.086080272173976e-103	2.761221030950787e-103	-22.669895
Cdh23	-21.243467	7.679063699174903e-100	1.9086322367460405e-99	-22.665401
Cckbr	-25.789108	5.421727055774474e-146	1.6890115438549764e-145	-22.626625
Rab39	-20.930971	5.444929226259533e-97	1.3400153961262182e-96	-22.532421
Dlx2	-20.31707	1.6412620202633731e-91	3.913979380596279e-91	-22.512035
Ms4a4b	-14.859555	7.152240128816628e-50	1.3155561242458544e-49	-22.47579
Nkx2-2os	-21.804434	4.611489205427384e-105	1.1824331295967652e-104	-22.470497
Dnah10	-23.88665	1.3012341807216964e-125	3.682738247325556e-125	-22.42292
Dapl1	-16.474752	7.202270815074347e-61	1.4347153018076388e-60	-22.33908
Tbx4	-19.75122	1.328454101945344e-86	3.1038647241713642e-86	-22.203781
Cd36	-17.363157	2.1523651297015404e-67	4.477874749725812e-67	-22.177473
Cd244	-18.593538	5.492186740949102e-77	1.2053079899668841e-76	-22.157915
Tnfrsf17	-17.94073	8.131516351945581e-72	1.728883703461144e-71	-22.149204
Fcrl1	-17.965929	5.175635631909408e-72	1.1027632738443342e-71	-22.110588
Folr2	-18.028946	1.667689330499797e-72	3.5736199939281366e-72	-22.044079
H2-Ob	-16.799175	3.2658621155169576e-63	6.588827401849949e-63	-21.975124
Mmp9	-13.326866	1.8040697301305508e-40	3.090924723239093e-40	-21.845608
Mcemp1	-15.228173	2.7740284658691313e-52	5.198054589386255e-52	-21.743608
H2-DMb2	-14.660236	1.3615991023537937e-48	2.471141746558609e-48	-21.716417
Slfn1	-14.767289	2.8112418597382607e-49	5.1237700967283004e-49	-21.664736
Alox5	-15.734839	1.0808425558972491e-55	2.0692582435812046e-55	-21.531609
Hpn	-16.205803	5.835743840623305e-59	1.149522752585024e-58	-21.51714
Sstr3	-15.464056	7.405150304492747e-54	1.399839377030765e-53	-21.401672
Pdyn	-15.128332	1.2646615096362613e-51	2.3579767115654345e-51	-21.347
F10	-12.323648	7.326252213038162e-35	1.1951471799409727e-34	-21.27099
Gpr165	-13.361907	1.1286291749610555e-40	1.9358990994186203e-40	-21.233637
Ly6d	-9.076859	1.1447789904621545e-19	1.6322894350696118e-19	-21.209557
Adcyap1	-13.875241	1.0188001791825996e-43	1.785280687819976e-43	-21.205708
Cd101	-13.438315	4.041549151973563e-41	6.964185787432905e-41	-21.182436
Il18rap	-13.7255745	8.079626451418203e-43	1.4084183238962584e-42	-21.155775
Ecel1	-14.358683	1.0905237036416156e-46	1.946205300966595e-46	-21.140995
Cd7	-11.722239	1.0477232259200632e-31	1.6701220391924493e-31	-21.105791
Mogat1	-14.495506	1.5092057518703975e-47	2.7014422766176566e-47	-21.062197
Zmynd15	-12.77419	2.508691877135304e-37	4.185804021916524e-37	-20.907366
Klra2	-12.646356	1.2818024032836535e-36	2.1210188691952347e-36	-20.880785
Klrk1	-10.251801	1.2077876173427116e-24	1.8125877198740046e-24	-20.804554
Myoc	-8.447973	3.018296844755743e-17	4.199856463018195e-17	-20.696531
Ms4a1	-7.6433387	2.1426514009367357e-14	2.879907796957978e-14	-20.445553
Cnr2	-10.081344	6.928892575956842e-24	1.0315969095717382e-23	-20.404938
Ms4a4a	-10.181041	2.5028798111843517e-24	3.7412254277793e-24	-20.28847
Qprt	-10.299997	7.33192887202652e-25	1.1042061554256806e-24	-20.20188
Fcrla	-8.649156	5.292542391984169e-18	7.440312641027417e-18	-20.169601
Il1rl1	-9.169921	4.8539062855604367e-20	6.950701124907546e-20	-20.169222
