names	scores	pvals	pvals_adj	log2foldchanges
Grm8	-53.41826	0.0	0.0	-25.504053
Kcnh5	-45.058037	0.0	0.0	-24.402004
Lmntd1	-40.401848	0.0	0.0	-24.254713
Cdh9	-41.480785	0.0	0.0	-24.106659
Lrtm1	-42.355312	0.0	0.0	-24.000076
Lrriq1	-44.547325	0.0	0.0	-23.95052
Ret	-34.816372	1.86467623688328e-263	1.491740989506624e-262	-23.719517
Col19a1	-34.554417	1.434907139192942e-259	1.1239481508038708e-258	-23.687378
Tmem63c	-41.715324	0.0	0.0	-23.46312
Usp43	-31.294704	1.3687500531306076e-213	8.363034947844854e-213	-23.388266
Adam12	-30.98413	1.934076575158388e-209	1.15352479631713e-208	-23.385752
Gimap4	-27.81778	1.974359327970048e-169	9.615386337516467e-169	-23.14515
Ndst4	-25.589298	8.486960705367622e-144	3.541151893755614e-143	-23.090704
Smoc2	-28.553104	2.3919834345818962e-178	1.2080724417080283e-177	-23.047234
Ttn	-23.902388	8.680472557674343e-126	3.243015899504736e-125	-22.878963
Tmem132c	-24.914663	1.886746004252115e-136	7.57729318976753e-136	-22.600117
Piezo2	-22.780409	1.7771473300976334e-114	6.242906311818384e-114	-22.52811
Skap1	-21.13611	7.261918923851818e-99	2.3300274621984444e-98	-22.350912
Dapl1	-16.473898	7.252820965358806e-61	1.721397381018704e-60	-22.298521
Pcdh12	-19.917786	4.8550112156990404e-88	1.432156700796177e-87	-22.290781
Fam180a	-12.725014	4.695452669517937e-37	9.087972908744393e-37	-21.36569
Cd8b1	-10.847137	2.157616962662565e-27	3.798621413138319e-27	-21.344883
Stat4	-14.784367	2.173428649921215e-49	4.718007199539541e-49	-21.300665
Ngp	-8.5158415	1.6842417335799335e-17	2.635746061940428e-17	-21.275854
Il2rb	-11.648717	2.480681321857261e-31	4.568473889239891e-31	-21.119925
Mfap5	-12.112838	9.720141276405017e-34	1.8202511753567448e-33	-20.915253
Klrk1	-10.2515955	1.209041513765648e-24	2.059695934864818e-24	-20.764063
Cd6	-10.473632	1.1898779133790526e-25	2.0586123068841742e-25	-20.462034
Ms4a1	-7.6432548	2.1433274430926024e-14	3.191058227929433e-14	-20.40507
Cldn22	-12.651286	1.2010356463187929e-36	2.3200946161985696e-36	-20.307838
Trh	-7.7916126	6.7013371560533824e-15	1.0092375235020154e-14	-19.946743
Fcmr	-7.564652	3.933714159943333e-14	5.83060399201087e-14	-19.937525
Fcer2a	-8.682366	3.95311868806137e-18	6.235202978014779e-18	-19.822096
Mylk3	-9.44838	3.5369055030974876e-21	5.810907179240122e-21	-19.789688
Klre1	-6.962623	3.3675993214132398e-12	4.806278765099771e-12	-19.756897
Ccl4	51.56886	8.565168609768433e-309	8.710340959086543e-308	7.4624667
Nkd2	-33.301723	3.882577991187167e-241	2.7732699937051193e-240	-7.0408225
Il1a	29.81221	3.8051009674993603e-147	1.6191919010635577e-146	6.9651413
Ccl3	45.225483	4.1086578370209066e-263	3.2781844444315745e-262	6.894547
Map3k7cl	-59.06665	0.0	0.0	-6.8524117
Arhgef19	-37.555424	9.761621303928646e-304	9.664971588048165e-303	-6.7520156
Slc44a5	-38.47902	0.0	0.0	-6.748493
Dnah12	-26.28752	1.610509810607686e-151	7.002216567859504e-151	-6.726741
Rarb	-40.837894	0.0	0.0	-6.630789
Tnf	27.51476	4.803662656719841e-130	1.852312078426674e-129	6.5741587
Mmp12	7.655698	3.8941787230786934e-14	5.774857226513139e-14	6.512188
Dpp4	-33.980564	4.780541486744441e-249	3.5587157469561596e-248	-6.4769654
Zap70	-38.361584	0.0	0.0	-6.2604723
Apcdd1	-51.937664	0.0	0.0	-6.190575
Fbxl22	-45.181576	0.0	0.0	-6.1043158
Serping1	-51.596195	0.0	0.0	-6.087779
Slco2a1	-27.158058	2.0023179433765694e-160	9.199010459616704e-160	-6.0511155
Rgs1	31.17906	1.8714530033783115e-157	8.39216593443189e-157	5.9968433
Bmp2	-32.926598	3.117865412576181e-228	2.055735436863416e-227	-5.952705
Sh3tc2	-32.154903	2.2528598662504833e-217	1.4051101036905302e-216	-5.883865
Gprc5c	-47.706326	0.0	0.0	-5.863386
Osm	18.52226	1.0911936990962825e-67	2.739398407773094e-67	5.824852
Pdlim1	-57.912247	0.0	0.0	-5.808314
C1qb	109.90652	0.0	0.0	5.685142
C1qa	97.45691	0.0	0.0	5.648919
Scube2	-27.765764	6.8875397244151664e-164	3.253955775314252e-163	-5.641373
Tbx18	-44.9011	0.0	0.0	-5.6095877
Fbxl7	-51.79639	0.0	0.0	-5.6000137
Sdk2	-33.049477	2.7065119633974685e-215	1.6706863971589311e-214	-5.5817547
Lilrb4a	18.501116	1.4805623346881043e-67	3.713785120455111e-67	5.5276203
Ly75	-51.01631	0.0	0.0	-5.5204754
Ptpn14	-57.779568	0.0	0.0	-5.4642215
C1qc	105.14145	0.0	0.0	5.4088655
Dnah10	-20.302006	1.2787339638139823e-90	3.8554792878813536e-90	-5.406762
Grik1	-25.457075	1.9311868566203368e-137	7.787043776694907e-137	-5.4013524
Nts	-19.301743	2.949211062113985e-82	8.338956820303445e-82	-5.380411
Erbb2	-31.058613	1.6609394924457114e-199	9.38383894037125e-199	-5.3761787
C1qtnf7	-37.696762	6.421734201591218e-292	5.946050186658536e-291	-5.35262
Foxc1	-98.98019	0.0	0.0	-5.3504558
Dpf3	-25.390995	1.707518304721749e-135	6.82097858077929e-135	-5.3151855
C5ar1	33.63565	4.235710257321356e-176	2.1213907799606122e-175	5.3146734
Cnn1	-34.016323	9.432273969653264e-239	6.580656257897626e-238	-5.269606
Sgpp2	-61.202785	0.0	0.0	-5.2643414
Notumos	-27.831684	9.159360628272736e-166	4.354688095850746e-165	-5.25888
C3ar1	39.580906	3.316543418213844e-221	2.1305418104157457e-220	5.248598
Cdh8	-35.979576	5.309171698918653e-243	3.819547984833563e-242	-5.2345634
Il1b	16.285992	4.1010710312641545e-54	9.28544384437167e-54	5.2316403
Cd72	20.589567	4.330658300098872e-81	1.2096810894130927e-80	5.213963
Ccl2	24.865498	9.195667589396461e-111	3.1528003163645004e-110	5.212391
Clec14a	-78.538506	0.0	0.0	-5.208262
Nlrp3	20.832516	1.0337017674445908e-82	2.93110141997521e-82	5.206339
Klhl4	-48.290405	0.0	0.0	-5.199529
Serpinb1a	-51.515312	0.0	0.0	-5.1919613
Sema3g	-55.704662	0.0	0.0	-5.190714
Nos1	-31.328083	5.750707654447024e-201	3.292389878500205e-200	-5.182387
Pgm5	-36.96025	1.8382098575420925e-255	1.4176425636571407e-254	-5.179675
Sntg1	-52.381504	0.0	0.0	-5.1679807
Gpr84	22.697958	1.920774617113357e-95	5.989941633409638e-95	5.13171
Flt4	-52.399628	0.0	0.0	-5.12006
Tlr2	24.625742	4.836905318195548e-109	1.6377783244454452e-108	5.113629
Sncg	-65.117966	0.0	0.0	-5.1058397
Cd83	39.579887	3.7409706748681023e-221	2.3980581249154502e-220	5.1052833
A4galt	-56.635246	0.0	0.0	-5.0744042
Ctss	69.57627	0.0	0.0	5.0673275
Slc15a3	30.449404	5.33884865087845e-152	2.3313749567154805e-151	5.0594254
Dynlrb2	-25.630312	9.239205146950457e-131	3.581087266259867e-130	-5.0589457
Plscr4	-62.563957	0.0	0.0	-5.04844
Cd14	43.88501	1.841489767667828e-253	1.4057173798991054e-252	5.042109
Afap1l2	-69.20048	0.0	0.0	-5.0388236
Tinagl1	-112.13968	0.0	0.0	-5.0332646
Prelp	-56.45274	0.0	0.0	-5.029825
Nxpe4	-75.13222	0.0	0.0	-5.014874
Tagap	21.117914	1.251967939176165e-84	3.5873006853185245e-84	5.0023036
Grb10	-61.00046	0.0	0.0	-4.9911013
Epha6	-41.266235	0.0	0.0	-4.9809017
Bmp5	-21.663816	3.3610611641325758e-99	1.08072706242205e-98	-4.9782977
Kcnb2	-40.713642	8.804579887526994e-299	8.438894460888492e-298	-4.970599
Sox17	-98.99029	0.0	0.0	-4.9633174
Clec1a	-33.217804	9.843860295624285e-217	6.114198941381543e-216	-4.961785
Fcrls	60.3529	0.0	0.0	4.955851
Hexb	80.521324	0.0	0.0	4.938091
Erg	-40.63855	0.0	0.0	-4.9357276
Tgfbr3	-64.72752	0.0	0.0	-4.934499
Gata2	-78.8929	0.0	0.0	-4.933712
Gulp1	-53.14906	0.0	0.0	-4.906172
Hspb2	-48.59744	0.0	0.0	-4.895632
Ryr3	-37.223507	1.542798319891836e-261	1.2212123904157015e-260	-4.8932953
Col12a1	-20.649569	1.738187862952808e-90	5.225013616090605e-90	-4.893254
Cav1	-82.238525	0.0	0.0	-4.8916626
Chrm2	-21.665228	6.185996144557294e-98	1.961732392565738e-97	-4.889646
Aspn	-45.969772	0.0	0.0	-4.878847
Bcl2a1d	20.09673	7.710282876446985e-78	2.1047178006679667e-77	4.876354
Robo4	-71.81031	0.0	0.0	-4.872728
Sgms2	-39.630997	3.8487685816834387e-258	2.9990404532598227e-257	-4.871228
Slc9b2	-18.982014	5.857934853218882e-78	1.6034493211365551e-77	-4.866946
Cxcl10	14.085952	7.281480007789564e-42	1.4759756772546415e-41	4.8547845
Cdh18	-37.10528	2.3963917899230316e-258	1.8721810858773683e-257	-4.8371305
Heyl	-37.124603	9.178029474608496e-252	6.9530526322791634e-251	-4.8327394
Adam8	13.501632	8.060747831201966e-39	1.5878032497443137e-38	4.8311152
Mecom	-75.29065	0.0	0.0	-4.8244715
Gpc3	-31.136183	7.081681674710011e-196	3.905339158847432e-195	-4.818436
Shroom4	-49.81836	0.0	0.0	-4.815209
Hmgcs2	-50.77276	0.0	0.0	-4.805375
Thsd4	-28.825375	1.3046242933717615e-160	6.00287251551424e-160	-4.7962375
Cysltr2	-24.76672	9.968609089905551e-129	3.7951557448879004e-128	-4.791105
Cd300lg	-20.53728	6.606520959966135e-93	2.024470161378795e-92	-4.787706
Aplnr	-15.606107	3.08292593166133e-54	6.985481718265853e-54	-4.7836423
Sorbs1	-78.70477	0.0	0.0	-4.783337
Trem2	66.40126	0.0	0.0	4.7832413
Fcer1g	80.2224	0.0	0.0	4.775437
Plek	45.438194	5.208841694132196e-265	4.234830645635932e-264	4.7679076
Fgd5	-68.372604	0.0	0.0	-4.76289
Msr1	15.260597	2.9511020462427976e-48	6.337370178044662e-48	4.759461
Anxa1	-41.81929	0.0	0.0	-4.754107
Neurl3	18.495808	1.5791114243493587e-67	3.957672742730222e-67	4.7411103
Edn3	-52.96018	0.0	0.0	-4.7332025
Fmo2	-32.27014	4.8159316815381584e-192	2.593859074437069e-191	-4.7331142
Lmo7	-56.98592	0.0	0.0	-4.722661
Fat4	-37.52809	7.952540592619454e-270	6.57234759720616e-269	-4.701943
Clic5	-75.60719	0.0	0.0	-4.696128
Gnb4	-62.695248	0.0	0.0	-4.6868105
Zfp804a	-30.978382	2.1278521371416558e-184	1.1025140606951584e-183	-4.6821036
Zic2	-66.829025	0.0	0.0	-4.6818604
Nostrin	-78.541046	0.0	0.0	-4.6801248
Myct1	-50.951942	0.0	0.0	-4.6775093
Igsf5	-23.76588	1.98573862747483e-116	7.066685507027864e-116	-4.6748543
Slc9a2	-25.332108	5.107186822208763e-135	2.0347357857405431e-134	-4.6734138
Mmp16	-42.145424	3.764761187835014e-307	3.802789078621226e-306	-4.6636834
Lpl	20.841255	9.082514877826514e-83	2.5778187921929557e-82	4.662883
Hrct1	-71.64396	0.0	0.0	-4.6557994
Adgrl4	-102.03483	0.0	0.0	-4.6533723
Ly86	48.995216	3.67650269317168e-291	3.362654902291171e-290	4.652169
Magix	-23.625628	2.518336874230922e-116	8.951434387076737e-116	-4.6410375
Foxf2	-63.672413	0.0	0.0	-4.639277
Rasl12	-37.068287	6.458926248706759e-246	4.73759871543283e-245	-4.63768
Bcl2a1a	19.679815	4.082622133739618e-75	1.0886992356638982e-74	4.633752
Lag3	23.185738	7.398659935608409e-99	2.371365363977054e-98	4.6292515
Nfkbid	18.381561	8.211017803956902e-67	2.0374734004855834e-66	4.622526
St6galnac3	-55.73395	0.0	0.0	-4.6199775
Tyrobp	79.179405	0.0	0.0	4.614379
Cd68	48.25717	8.92644505010667e-286	7.899508893899707e-285	4.612918
Bmx	-40.34034	2.2327554575111268e-286	1.9876161342829024e-285	-4.6126966
Krtap28-13	-21.14783	3.63977085432012e-96	1.1398029815198706e-95	-4.610255
Cd86	26.876577	2.0612954001786463e-125	7.691400746935247e-125	4.607881
Stra6	-47.154915	0.0	0.0	-4.60221
Col13a1	-15.80246	4.783678533367788e-55	1.0905042249318667e-54	-4.5996485
Fmo1	-41.00762	2.8859319584980744e-294	2.722577319337806e-293	-4.598809
Gja4	-62.143284	0.0	0.0	-4.5978427
Bche	-34.106304	2.2297559585449083e-218	1.3994284258650054e-217	-4.593242
Tbx3	-60.593685	0.0	0.0	-4.5759892
Ptprg	-96.26661	0.0	0.0	-4.5757895
Dlx5	-14.226668	2.3441981127605527e-45	4.911029565839147e-45	-4.574479
Pip5k1b	-44.915424	0.0	0.0	-4.566387
Mgat4c	-38.087425	4.905668638521795e-264	3.956184385904673e-263	-4.558813
Sox18	-89.086815	0.0	0.0	-4.557503
Foxq1	-86.94975	0.0	0.0	-4.555018
Gimap8	-34.483055	8.106192812943688e-229	5.380216468767934e-228	-4.551304
Mill2	-42.26145	5.89e-321	6.156e-320	-4.541381
Abcc6	-26.659369	8.342876343730838e-149	3.585763471517552e-148	-4.541341
Gpr183	24.610878	5.815138739473505e-109	1.964573898470779e-108	4.5387793
Sntb1	-27.487726	1.5631670825410794e-149	6.747483809529839e-149	-4.537084
Itga1	-90.01872	0.0	0.0	-4.5357785
Cacna1c	-53.578262	0.0	0.0	-4.5168624
Neto1	-33.36042	9.965310025090354e-206	5.839048842826379e-205	-4.508946
Ednra	-38.333317	6.907302117405271e-268	5.661723047053501e-267	-4.502604
Runx1t1	-46.936443	0.0	0.0	-4.499588
Fcgr1	32.267372	8.373976350961833e-166	3.9876077861723014e-165	4.497656
Syt15	-24.15068	3.71739978856315e-119	1.3436384777939097e-118	-4.4931827
Slc16a4	-65.24531	0.0	0.0	-4.489794
Lef1	-83.042206	0.0	0.0	-4.483869
Grip1	-36.055126	4.461281623864627e-238	3.1053004342445203e-237	-4.483283
Lims2	-78.162	0.0	0.0	-4.481325
Il17rd	-40.146545	4.951654107363629e-288	4.4475935096080497e-287	-4.4808044
F5	-26.42322	1.9892083612247584e-133	7.831528981199836e-133	-4.4755673
Epha3	-22.942549	2.8770003988661917e-105	9.558140860020571e-105	-4.473697
Trpm6	-17.827444	9.394783383081899e-67	2.3292851363012972e-66	-4.4684534
Htr1f	-23.98139	4.784820736946832e-114	1.6710666136019203e-113	-4.464797
Fzd6	-64.75241	0.0	0.0	-4.464076
Pdzd2	-55.808475	0.0	0.0	-4.456701
Bgn	-50.71236	0.0	0.0	-4.4565506
Pdzrn4	-28.04597	2.910023838902567e-150	1.259750579611501e-149	-4.4501944
Cntnap4	-17.928263	5.400398583345788e-67	1.3444975726172086e-66	-4.4415326
Ptprr	-59.598694	0.0	0.0	-4.440582
Rassf9	-54.077923	0.0	0.0	-4.438002
Tead2	-33.96289	1.4473848493845761e-211	8.772029390209553e-211	-4.4377646
Rhpn2	-25.938566	1.0393884137172228e-132	4.070711803070063e-132	-4.4374
Tek	-72.47036	0.0	0.0	-4.435023
Islr	-31.494238	6.7733177611544e-204	3.9379754425316276e-203	-4.429063
Ccl12	30.551739	6.981428414541081e-153	3.0755191253484937e-152	4.423917
Shroom1	-40.602417	3.013560137761654e-293	2.8164113437024803e-292	-4.419303
Emcn	-88.46032	0.0	0.0	-4.419142
Flt1	-98.84308	0.0	0.0	-4.416275
Cobll1	-71.77651	0.0	0.0	-4.4096537
Lsr	-73.5745	0.0	0.0	-4.4042344
Slc6a20a	-35.92365	1.2506796414484214e-240	8.870068379066819e-240	-4.399819
Prrg1	-37.225094	7.349673103699192e-236	5.057114520893939e-235	-4.398883
Col4a1	-91.11781	0.0	0.0	-4.398686
Rasip1	-74.563255	0.0	0.0	-4.3932295
Ebf1	-83.19314	0.0	0.0	-4.3916326
Csf1r	55.669346	0.0	0.0	4.3889093
Megf6	-38.826054	2.962328106744353e-274	2.531904364738763e-273	-4.3872027
Arl5c	16.053314	9.141364650963916e-53	2.0465741755889366e-52	4.3870173
Zmat4	-29.784637	6.446649459289443e-171	3.175689388812533e-170	-4.3833394
