names	scores	pvals	pvals_adj	log2foldchanges
Cdh18	-57.86682	0.0	0.0	-26.07685
Fam19a2	-54.61679	0.0	0.0	-25.70534
Pdzrn4	-54.297955	0.0	0.0	-25.3911
Slc35f4	-57.169292	0.0	0.0	-25.261917
Htr1f	-47.016823	0.0	0.0	-24.790405
Il1rapl2	-35.748074	1.9653848926099266e-277	9.0710071966612e-277	-24.774073
Kctd8	-41.066532	0.0	0.0	-24.370018
Pld5	-39.644085	0.0	0.0	-24.081882
Lrtm1	-42.371647	0.0	0.0	-24.045727
Syt6	-35.46499	3.967022724558646e-273	1.797744437111169e-272	-23.658342
Pla2r1	-31.103615	5.465061633678772e-211	1.9848892132005226e-210	-23.584171
Actn2	-35.17159	1.0605367549743644e-268	4.7345390847069834e-268	-23.559067
Pou6f2	-33.970757	5.951162279214817e-251	2.50399534889824e-250	-23.458815
Col15a1	-24.807589	2.764629321544543e-135	7.431799251463826e-135	-23.121855
Retnlg	-14.388414	7.110482409794853e-47	1.1917009625354503e-46	-23.105848
Il7r	-22.565424	2.334269884555245e-112	5.702613724483498e-112	-23.036797
Scd3	-29.171642	5.443366741845301e-186	1.8004520645574314e-185	-23.000353
Sash3	-24.041903	3.2375237358799875e-127	8.445714093599967e-127	-22.901646
Slpi	-17.950361	6.850737789243949e-72	1.3512303331842107e-71	-22.901575
Il1r2	-21.182802	2.773120317674229e-99	6.37498923603271e-99	-22.582836
Gpr149	-23.062565	2.941440821484109e-117	7.347479154414927e-117	-22.506475
Nkx2-2os	-21.804674	4.599532262534977e-105	1.0839431883428854e-104	-22.475323
Tlr1	-19.178265	9.011467793915127e-82	1.8891966024979303e-81	-22.272955
Cd3d	-14.486292	1.7261003020277199e-47	2.9026350370421296e-47	-22.196964
Cd244	-18.593687	5.48465529746001e-77	1.1200793663975514e-76	-22.162737
Chil3	-12.082108	1.4154673949242591e-33	2.1720727287840296e-33	-22.001564
Igsf10	-19.043089	1.1859664566079747e-80	2.4741998399331878e-80	-21.865486
Tnc	-16.749357	7.536718510374423e-63	1.401745538197351e-62	-21.829052
Gcnt4	-17.429914	6.752843006874378e-68	1.2969608848030174e-67	-21.763752
Mcemp1	-15.228254	2.772319470492783e-52	4.815841581631933e-52	-21.748428
Slfn1	-14.767363	2.809710892341676e-49	4.7784198849348235e-49	-21.669554
Ms4a4c	-15.043758	4.539412910555905e-51	7.817588250096277e-51	-21.565533
Hpn	-16.205902	5.831129524388915e-59	1.0512853709835786e-58	-21.521957
Aox3	-14.56871	5.201886031618632e-48	8.777085542663608e-48	-21.478994
Ccl11	-11.9261465	9.287565174557327e-33	1.4165071440605989e-32	-21.3465
Gpr165	-13.361962	1.1282178609944878e-40	1.8109435971019066e-40	-21.238453
Cd101	-13.438372	4.040042118621077e-41	6.50919782806833e-41	-21.187252
Prox2os	-13.804605	2.715819508512856e-43	4.447302688612755e-43	-21.069372
Mfap5	-12.113217	9.698015740079527e-34	1.4904737305450094e-33	-20.960566
Crhbp	-12.017919	3.079055033248129e-33	4.7200639242434274e-33	-20.941824
Arg1	-10.323903	5.719880161742015e-25	8.159600801343816e-25	-20.845036
Hs3st3a1	-12.444432	1.6315379138434662e-35	2.5308240649071343e-35	-20.731104
Myom3	-10.870224	1.678916582106755e-27	2.4438378196604877e-27	-20.679104
Rbm46	-10.437787	1.7380193887560881e-25	2.492379620587124e-25	-20.312634
Ms4a4a	-10.181066	2.5025747356746795e-24	3.541379342935867e-24	-20.293283
Qprt	-10.300022	7.330992260600232e-25	1.044300891823395e-24	-20.206694
Il1rl1	-9.169938	4.853518721572084e-20	6.60942177245404e-20	-20.174036
Mylk3	-9.44856	3.533949045296133e-21	4.84766672880128e-21	-19.834976
Tmigd3	-8.233118	1.8542769259475662e-16	2.435565139160551e-16	-19.73844
Sntg1	-72.48862	0.0	0.0	-8.989276
Grip1	-61.116905	0.0	0.0	-8.891288
Cntn5	-63.041943	0.0	0.0	-8.39299
Runx2	-50.31707	0.0	0.0	-8.221838
Sgcz	-69.40879	0.0	0.0	-7.949915
Nrg3	-77.51403	0.0	0.0	-7.8539553
Sema3e	-42.510715	0.0	0.0	-7.7846746
Tmem132d	-53.69922	0.0	0.0	-7.7046337
Trpc6	-34.902496	9.241883474432398e-265	4.071314305917356e-264	-7.6788716
Epha6	-59.11576	0.0	0.0	-7.676349
Csf3r	-41.82025	0.0	0.0	-7.6599603
Csmd1	-82.49472	0.0	0.0	-7.6279182
Kcnq5	-67.24714	0.0	0.0	-7.469735
Lingo2	-65.920784	0.0	0.0	-7.41257
Dpp10	-72.10228	0.0	0.0	-7.4007487
Srrm4	-52.283607	0.0	0.0	-7.299025
Cdh9	-39.819767	0.0	0.0	-7.2906938
Grm1	-55.045673	0.0	0.0	-7.26678
Ryr3	-55.2139	0.0	0.0	-7.2529407
Grm8	-51.866867	0.0	0.0	-7.2023387
Myo1f	-37.524494	2.490042285830541e-305	1.259717851179026e-304	-7.138807
Zfp804a	-49.777443	0.0	0.0	-7.130823
Nts	-22.005934	5.530693047889362e-107	1.313703811850205e-106	-7.0360403
Kcnip4	-75.436386	0.0	0.0	-7.016604
Mgat4c	-59.981113	0.0	0.0	-6.983395
Cdh8	-53.249634	0.0	0.0	-6.933779
Adap2os	-57.279842	0.0	0.0	-6.93298
Pcdh15	-63.60331	0.0	0.0	-6.915253
Adarb2	-42.34762	0.0	0.0	-6.888507
Nr6a1os	-31.897964	9.248465472191477e-222	3.5209893929662984e-221	-6.867131
Sorcs3	-54.44546	0.0	0.0	-6.859259
Skap1	-20.580462	7.467948605219692e-94	1.6819704065810117e-93	-6.815066
Trpm2	-33.345722	5.894002742485984e-242	2.415574894461469e-241	-6.809988
Lrrtm4	-70.78424	0.0	0.0	-6.7701006
Fstl4	-50.410007	0.0	0.0	-6.7454624
Tenm2	-70.94041	0.0	0.0	-6.7122855
Ptafr	-41.628277	0.0	0.0	-6.6547227
C5ar2	-29.34219	3.850496772645736e-188	1.2834989242152454e-187	-6.6359806
Tmem63c	-38.024452	0.0	0.0	-6.6303544
Ccdc146	-29.385252	1.1762155244902312e-188	3.9294505272502154e-188	-6.5458403
Robo2	-69.283035	0.0	0.0	-6.5451436
Mlip	-41.123367	0.0	0.0	-6.539797
Card9	-20.697243	6.748907942223592e-95	1.5234555174319621e-94	-6.5175815
Unc5d	-51.784657	0.0	0.0	-6.4803014
Efna5	-56.520645	0.0	0.0	-6.4771423
Adgrb3	-82.085884	0.0	0.0	-6.4710364
Itgad	-44.43847	0.0	0.0	-6.469473
Fat3	-65.22695	0.0	0.0	-6.460141
Thsd4	-47.177834	0.0	0.0	-6.452962
Kcnh5	-41.611046	0.0	0.0	-6.40496
Reln	-32.884846	1.9224841475411194e-235	7.710497917945666e-235	-6.392384
Cacna1c	-78.4476	0.0	0.0	-6.3897123
Adam12	-28.531736	5.936519694538042e-178	1.8986736762914848e-177	-6.3320084
Cntnap5a	-54.399605	0.0	0.0	-6.3173614
Nell1	-45.572853	0.0	0.0	-6.304669
Plekha6	-54.68606	0.0	0.0	-6.297795
Hecw1	-60.192142	0.0	0.0	-6.297527
Lrfn5	-70.48623	0.0	0.0	-6.2936587
Chrm2	-32.43796	3.790513475673543e-229	1.4845353037885937e-228	-6.2656717
Tspan32	-20.360939	6.630187963887714e-92	1.4766565621130765e-91	-6.2628846
Mmp16	-63.5837	0.0	0.0	-6.2550516
Fgd2	-45.680023	0.0	0.0	-6.2548814
Rgs9	-40.541615	0.0	0.0	-6.234827
Il1rapl1	-81.15363	0.0	0.0	-6.2216215
Grm7	-72.62466	0.0	0.0	-6.1794767
Col19a1	-30.591696	1.1298602870331321e-203	4.020855113996911e-203	-6.1511846
Col26a1	-28.877527	2.734476154423347e-182	8.878169332543334e-182	-6.0798216
Neto1	-51.671078	0.0	0.0	-6.060595
Fgr	-16.585297	1.1476262062697437e-61	2.1096069968193814e-61	-6.0595164
Pla2g3	-37.86701	2.00488112081914e-310	1.037007476285763e-309	-6.050824
Slc9a9	-63.144073	0.0	0.0	-6.044955
Cacna2d3	-60.706642	0.0	0.0	-6.0441613
Tenm3	-57.455276	0.0	0.0	-6.0323935
Clstn2	-53.710106	0.0	0.0	-6.0317283
Kcnd2	-72.84389	0.0	0.0	-6.0189342
Hp	-17.674334	9.224490857036822e-70	1.7981463658941174e-69	-5.994763
Caln1	-59.262665	0.0	0.0	-5.982097
Sdk1	-45.177456	0.0	0.0	-5.981415
Nxph1	-40.096764	0.0	0.0	-5.969459
Dcx	-42.10521	0.0	0.0	-5.9430094
Vit	-26.436049	5.788860217249358e-153	1.6877143490522906e-152	-5.939175
Sv2c	-32.401848	1.5296456120680311e-226	5.936528895477482e-226	-5.9269767
Zfp385b	-57.853344	0.0	0.0	-5.9148655
Gabrg3	-60.254837	0.0	0.0	-5.910058
Piezo2	-20.924187	6.675924068026645e-97	1.5149600759515836e-96	-5.907398
Nol4	-59.931034	0.0	0.0	-5.81717
Icam5	-37.769157	2.7244175997329643e-303	1.3644829380966433e-302	-5.813788
Gpr158	-62.855743	0.0	0.0	-5.8083787
H2-DMb2	-13.894549	7.751813578155396e-44	1.275668718292166e-43	-5.7799716
Cr2	-16.058361	6.3000615530134635e-58	1.1290432890705131e-57	-5.7580566
Glrp1	-19.635996	1.3856521379234815e-85	2.9671351989796176e-85	-5.7277665
Adam33	-20.059734	3.275037222098868e-89	7.171614354961024e-89	-5.7032194
Fcrl1	-16.632439	5.3486857076719e-62	9.868423814892805e-62	-5.6966834
Zfyve28	-44.975094	0.0	0.0	-5.696545
Vwc2	-28.467932	6.873099756578994e-177	2.1842478039975616e-176	-5.6857195
Rgs20	-46.768307	0.0	0.0	-5.669921
Grik1	-29.479082	1.7973311172387587e-189	6.051619923362824e-189	-5.651668
Cemip	-24.382317	2.498279692051136e-130	6.597569609289972e-130	-5.6451635
Nav3	-81.21618	0.0	0.0	-5.6342177
Rbfox1	-73.11588	0.0	0.0	-5.6340294
Slc9a7	-37.80835	4.81842538296392e-305	2.433548173214101e-304	-5.6262784
Pde3b	-50.173466	0.0	0.0	-5.619582
Kcnt2	-48.0393	0.0	0.0	-5.604285
Stxbp5l	-62.681133	0.0	0.0	-5.580723
Fstl5	-36.017235	2.2372125414298572e-279	1.0373473916985427e-278	-5.5642867
Cacnb2	-65.45629	0.0	0.0	-5.563888
Il21r	-31.045847	9.006002710969223e-210	3.25910833931335e-209	-5.557555
Opcml	-81.378105	0.0	0.0	-5.523542
Sla	-31.98046	2.1386920633197649e-221	8.1216154303282215e-221	-5.5187345
Nkain3	-39.39947	0.0	0.0	-5.5156136
Ndst4	-22.869427	3.0619894706148944e-115	7.566695561651304e-115	-5.505318
Aff3	-54.948368	0.0	0.0	-5.496075
Ndst3	-46.696228	0.0	0.0	-5.4747477
Ptprt	-55.99382	0.0	0.0	-5.4651823
Wdfy4	-19.929733	5.309582045975264e-88	1.1484315888915495e-87	-5.461735
Slc47a1	-18.803497	1.3166673278185302e-78	2.712913450175543e-78	-5.4505215
Plcl2	-58.239254	0.0	0.0	-5.4415836
Ednra	-54.7882	0.0	0.0	-5.428196
Lhfpl3	-52.52794	0.0	0.0	-5.4252176
Slamf6	-17.11993	1.5516012853552106e-65	2.9293919799028524e-65	-5.4069486
