names	scores	pvals	pvals_adj	log2foldchanges
C5ar2	-31.081514	9.716540818768488e-211	8.304735742537169e-210	-23.793976
Pou6f2	-33.961952	6.899365551358374e-251	7.581720386108103e-250	-23.41116
Ndst4	-25.589134	8.504835103289739e-144	4.814057605635701e-143	-23.088575
Dennd1c	-24.299492	6.406022515998918e-130	3.25729958440623e-129	-22.859465
Rab39	-20.929127	5.550415683384505e-97	2.211320989396217e-96	-22.48972
Tlr12	-19.96549	1.878797305989422e-88	6.941369357103776e-88	-22.448769
Ms4a4b	-14.858896	7.18709731587677e-50	1.868396182636942e-49	-22.433094
Skap1	-21.136017	7.269036564261254e-99	2.9232050526519787e-98	-22.348785
H2-Oa	-18.800177	1.1474453546231916e-78	3.8461855462229888e-78	-22.266552
Tbx4	-19.74967	1.3488176212728074e-86	4.8635250767048346e-86	-22.161106
Cd244	-18.592245	5.5581806948644376e-77	1.830355881953163e-76	-22.115242
Fcrl1	-17.964764	5.229792217047176e-72	1.6463144439812726e-71	-22.067917
Cyp2e1	-16.801008	3.1415326653090333e-63	9.158987362417006e-63	-22.05705
Amn	-17.590422	4.031409949252037e-69	1.2353656637135966e-68	-21.917803
Mmp9	-13.326391	1.8097426364260716e-40	4.192453983998622e-40	-21.802956
H2-DMb2	-14.659603	1.3678839897454887e-48	3.4984245262032957e-48	-21.673769
Naip6	-16.243439	3.146463901306451e-59	8.938817901438781e-59	-21.637192
Slfn1	-14.766643	2.824603587075806e-49	7.279906152257231e-49	-21.622091
Slc22a6	-14.007049	1.6085860320340016e-44	3.8854735073285064e-44	-21.60175
Cd163	-13.858875	1.2742809989406674e-43	3.0533889750974457e-43	-21.552837
Ms4a4c	-15.042996	4.5653385306233823e-51	1.1982515828407827e-50	-21.518074
Nlrp1b	-15.051204	4.0342776316680756e-51	1.0607215508329734e-50	-21.490036
Mmp25	-15.489031	5.000345940738134e-54	1.3551073010130444e-53	-21.470966
Npy5r	-18.819887	7.925522640715147e-79	2.6625495993443943e-78	-21.350782
Klrd1	-12.197394	3.4607383999141145e-34	7.4961842597417645e-34	-21.332079
Ccl11	-11.925768	9.30838346359995e-33	1.969333595966139e-32	-21.299051
Ngp	-8.515836	1.684284308834078e-17	2.8791184766394495e-17	-21.273733
Tmem215	-14.348679	1.2538580710879334e-46	3.101050464355977e-46	-21.23362
Klra2	-12.64595	1.2850660507105842e-36	2.8472659912346773e-36	-20.83817
Klrk1	-10.251585	1.2091062790997362e-24	2.2914206173715787e-24	-20.761942
Crh	-10.0239725	1.238118009383182e-23	2.3171266551151253e-23	-20.537268
Cd6	-10.47362	1.1899474125230907e-25	2.2810493530794075e-25	-20.459913
Ms4a1	-7.64325	2.1433623487060997e-14	3.473844973591734e-14	-20.402948
Ms4a4a	-10.18083	2.5055370308972992e-24	4.7333823001838146e-24	-20.245867
Fcrla	-8.649027	5.2954457138304555e-18	9.130078816949062e-18	-20.127
Prss27	-9.921295	3.4773846656868e-23	6.467547425331928e-23	-20.006187
Trh	-7.7916083	6.701455183276133e-15	1.0944129314005662e-14	-19.944622
Fcmr	-7.5646477	3.9337755797602935e-14	6.337984285328077e-14	-19.935404
Tmem212	49.58656	8.805561172169744e-284	1.1435793730090577e-282	9.39277
Fam183b	42.256824	2.2597461472139164e-233	2.21543739922933e-232	8.802282
Ccdc153	46.722164	2.189917036708677e-264	2.5865161850889884e-263	8.772034
Dnah12	34.777794	7.451065643648617e-180	5.347654768168864e-179	8.604025
Ak7	42.713997	1.372476391292201e-236	1.3679166690619943e-235	8.17378
Meig1	45.524357	3.6730958248351834e-256	4.142589276129906e-255	7.8416395
Crygn	31.61471	5.8138042297330945e-157	3.596167564783358e-156	7.7067666
Dusp2	-38.377747	0.0	0.0	-7.5300956
Dnah10	25.404469	1.3047307406459367e-112	5.92162212093466e-112	7.468193
Riiad1	43.505928	3.695920038731596e-242	3.823365557308547e-241	7.154545
Dynlrb2	44.414104	1.739757682011093e-248	1.8707071849581644e-247	7.0001965
Dnah3	22.300745	2.4741111985111834e-91	9.407266914491191e-91	6.9091144
Selp	-21.701344	4.266534896933634e-104	1.8053039056136673e-103	-6.833229
Gimap4	-26.75589	7.12446197845302e-157	4.397816036082111e-156	-6.81622
Vit	30.189772	1.1064687342396188e-146	6.3590157140207985e-146	6.725698
