names	scores	pvals	pvals_adj	log2foldchanges
Olfr558	-39.87017	0.0	0.0	-24.131908
Fblim1	-40.368477	0.0	0.0	-24.070873
C5ar2	-31.084057	9.3435566962985e-211	2.6344614745202535e-210	-23.812155
Ncf4	-32.74278	1.8787460239198505e-233	5.5749140175663215e-233	-23.751806
Tmem71	-34.953526	1.7714690582074294e-265	5.641621204482259e-265	-23.750677
Slc2a5	-29.38795	9.821025116519607e-189	2.5981547927300547e-188	-23.594986
Arl11	-30.654266	4.6178534178172e-205	1.2815504397272524e-204	-23.583403
Ephx3	-28.279896	5.352147818133462e-175	1.3584131518105233e-174	-23.325401
Arhgap27os1	-30.147108	1.923849165535642e-198	5.242095818898207e-198	-23.23875
Phf11b	-28.946335	3.3766188160972534e-183	8.79327816691993e-183	-23.172813
Slfn8	-26.698034	2.786996819600703e-156	6.625190537878058e-156	-23.168673
Ppp1r3b	-26.5076	4.2398491039046474e-154	1.0023283933580728e-153	-22.835127
Cdh23	-21.24235	7.770238460344943e-100	1.5186133798719758e-99	-22.640795
Themis2	-22.929718	6.021988081530495e-116	1.2615896818848802e-115	-22.63725
Glrp1	-21.641634	1.5396302451903176e-103	3.064957356052391e-103	-22.601072
Itih2	-20.213303	1.3220136037650365e-90	2.4756809059270345e-90	-22.533539
Tnni2	-20.317934	1.5968247049048005e-91	3.0090917805994986e-91	-22.362257
Slco4a1	-21.15103	5.343325690565857e-99	1.0415839552759955e-98	-22.317041
Dapl1	-16.474232	7.233045971713029e-61	1.1825143278004951e-60	-22.31449
Pcdh12	-19.918375	4.8267328740916446e-88	8.932880087769854e-88	-22.30675
Aplnr	-20.05736	3.0250984993993074e-89	5.643840483953931e-89	-22.169376
Cd79a	-13.409453	5.949592744635559e-41	8.643476142327688e-41	-22.15213
Saa2	-16.41405	1.9458698672511766e-60	3.169169164904197e-60	-21.967518
H2-Ob	-16.798624	3.2809546362287627e-63	5.420079244871305e-63	-21.950548
Ifitm6	-14.63683	1.914361005400426e-48	2.912313902738985e-48	-21.943838
Il1rl2	-16.450764	1.0644032445651993e-60	1.7363837594864588e-60	-21.662907
Slfn1	-14.766914	2.8189800436605504e-49	4.312565084641332e-49	-21.640167
Ccl8	-10.578024	3.9353741717295085e-26	5.191786506239457e-26	-21.496017
Hpn	-16.205307	5.859083812169703e-59	9.465401958270926e-59	-21.492577
Mmp25	-15.489345	4.9882894412058966e-54	7.847335250979386e-54	-21.48904
Trim30b	-14.796372	1.8225820137803685e-49	2.7910903733236884e-49	-21.480381
Npy5r	-18.820452	7.883858887780208e-79	1.4044879253765215e-78	-21.368855
Cd8b1	-10.847233	2.1565195398058972e-27	2.8588416347404737e-27	-21.360832
Stat4	-14.784607	2.169588072090218e-49	3.320798069525844e-49	-21.316614
Myo18b	-14.167042	1.6830822978732026e-45	2.5183276277404527e-45	-21.306787
Rpe65	-13.207252	8.848144632743533e-40	1.2731143356465517e-39	-21.272694
Cd28	-12.420825	2.1871042934853386e-35	3.05603767138147e-35	-21.260702
Gpr165	-13.3616295	1.1307070195925462e-40	1.6379145624228095e-40	-21.20908
Ly6d	-9.076773	1.1452216806886624e-19	1.4375167540025051e-19	-21.185
Mmp12	-10.277875	9.216143234399835e-25	1.2026285212352982e-24	-21.169308
Tmem156	-13.777232	3.955109671295078e-43	5.82490378688524e-43	-21.09537
Hs3st3a1	-12.444163	1.6342411191224972e-35	2.2856519148566395e-35	-20.70174
Cd6	-10.473717	1.1893524927794635e-25	1.563565941427866e-25	-20.477974
Cldn22	-12.651437	1.1999005539393488e-36	1.690000780196266e-36	-20.323778
Pmch	-9.1917095	3.963918624450021e-20	5.0007383824012044e-20	-20.265326
Qprt	-10.2998705	7.336657052637449e-25	9.586224371913045e-25	-20.177338
Fcrla	-8.64908	5.2942252503401164e-18	6.557669591668187e-18	-20.14506
Il1rl1	-9.169831	4.8558625020182465e-20	6.115695846370587e-20	-20.14468
Hpse	-9.784859	1.3501447241910002e-22	1.73391873825899e-22	-20.048616
Fcmr	-7.564684	3.9332497375593413e-14	4.708599047357551e-14	-19.95346
Fcer2a	-8.682415	3.952301342323239e-18	4.901572561789879e-18	-19.838032
Mill2	-65.191925	0.0	0.0	-7.978238
S1pr4	-53.687336	0.0	0.0	-7.8656406
Cd40	-38.24897	0.0	0.0	-7.439522
Layn	-81.285	0.0	0.0	-7.360868
Clec1a	-46.824524	0.0	0.0	-7.3363214
Vstm4	-49.430256	0.0	0.0	-7.109432
Prrt4	-46.719357	0.0	0.0	-7.1054974
Ly75	-61.664974	0.0	0.0	-7.082349
Rem1	-36.466103	2.1631759584088042e-288	7.25897972620404e-288	-7.069906
A4galt	-76.86426	0.0	0.0	-7.0320525
Adamts9	-38.627335	0.0	0.0	-6.931657
Slc16a9	-66.9069	0.0	0.0	-6.921336
Klhl6	-58.08003	0.0	0.0	-6.906896
Kif26a	-79.69779	0.0	0.0	-6.8773255
Tnfrsf1b	-47.882103	0.0	0.0	-6.839224
Syt15	-36.96899	1.0014874475723325e-295	3.453404991628733e-295	-6.7920675
Lrp5	-76.11918	0.0	0.0	-6.7890606
Dpp4	-34.89936	3.370469780596807e-264	1.0699904065386688e-263	-6.752979
Tnxb	-28.631344	3.009693514494923e-179	7.73037717764107e-179	-6.750058
Scube2	-32.49661	9.382383820447518e-230	2.7622327243712023e-229	-6.7231345
Hmgcs2	-66.006966	0.0	0.0	-6.7151546
Tbx3os1	-50.169476	0.0	0.0	-6.6988273
Enpep	-43.709774	0.0	0.0	-6.698819
Myct1	-70.134926	0.0	0.0	-6.6915565
Tbxa2r	-62.653343	0.0	0.0	-6.6844416
Gata2	-110.27742	0.0	0.0	-6.6324997
Prkch	-83.168045	0.0	0.0	-6.6189923
Tes	-55.3123	0.0	0.0	-6.560059
Pdgfd	-70.958565	0.0	0.0	-6.54373
Fgfbp1	-22.951942	3.7057862337532336e-116	7.774376714167623e-116	-6.5287375
Rassf9	-85.07398	0.0	0.0	-6.5152044
Tecrl	-30.906631	5.091690003586551e-208	1.4262436984836277e-207	-6.51426
Wfdc1	-145.40979	0.0	0.0	-6.5071073
C1s1	-38.618805	0.0	0.0	-6.487009
Degs2	-110.229546	0.0	0.0	-6.482993
Dll4	-67.953575	0.0	0.0	-6.468692
Abcc9	-47.90766	0.0	0.0	-6.462131
Sh3d21	-37.769196	9.46895852678249e-309	3.3657435521738707e-308	-6.461198
Klk6	33.47854	3.8756675771914266e-196	1.0503164165830424e-195	6.454381
Ism1	-43.819267	0.0	0.0	-6.434094
AU021092	-93.524605	0.0	0.0	-6.4329495
Col4a3	-26.18885	2.2351204503780294e-150	5.254985384901323e-150	-6.4236336
She	-90.763504	0.0	0.0	-6.4171734
Nkd2	-31.728676	1.0027987463262073e-218	2.8760958307635007e-218	-6.4092135
Tbx3	-101.98407	0.0	0.0	-6.358725
Emid1	-33.689148	2.2258535906403667e-245	6.793042494324619e-245	-6.346034
Unc45b	-60.55846	0.0	0.0	-6.3429866
9930111J21Rik2	-76.03525	0.0	0.0	-6.3343787
Fmo2	-55.941505	0.0	0.0	-6.332868
Zfp366	-86.1847	0.0	0.0	-6.3113055
Cxcr4	-29.88068	2.2132733540744115e-194	5.971061207035283e-194	-6.294132
Nostrin	-115.89352	0.0	0.0	-6.2904305
Il7r	-21.389534	3.580247363890337e-101	7.04773103128019e-101	-6.2904267
Bmx	-61.227448	0.0	0.0	-6.280668
Bvht	-103.77918	0.0	0.0	-6.2787685
Tbx1	-76.4006	0.0	0.0	-6.2704663
Zap70	-38.404278	0.0	0.0	-6.265044
Stra6	-67.57458	0.0	0.0	-6.2599335
Slamf9	-27.559484	5.813929630268924e-166	1.4343576390466096e-165	-6.227551
AW112010	-102.89581	0.0	0.0	-6.2144566
Hhex	-70.39894	0.0	0.0	-6.1993103
Gbp2	-80.753784	0.0	0.0	-6.1951857
Slc38a11	-65.671425	0.0	0.0	-6.182573
Gper1	-76.82145	0.0	0.0	-6.1817727
Nfatc4	-32.988792	2.322541963788085e-236	6.932961085934582e-236	-6.1677885
Grb7	-32.50123	4.982326624020119e-228	1.4625224923738118e-227	-6.165262
Ccm2l	-90.06676	0.0	0.0	-6.163418
Cmtm8	-102.285126	0.0	0.0	-6.157684
Notumos	-30.134148	3.466099548100325e-197	9.418748772011752e-197	-6.156908
Cbfa2t3	-88.4933	0.0	0.0	-6.1413116
Ms4a4b	-14.326347	1.7268071852144878e-46	2.595401580983699e-46	-6.140149
Col4a2	-136.83719	0.0	0.0	-6.1327744
Hmcn1	-98.15697	0.0	0.0	-6.122801
Mfng	-66.978	0.0	0.0	-6.1143785
Dtx3l	-58.33985	0.0	0.0	-6.1134973
Clec14a	-91.009865	0.0	0.0	-6.11069
Icam2	-111.02597	0.0	0.0	-6.109886
Ifi44	-63.91982	0.0	0.0	-6.095064
Vsig2	-54.5796	0.0	0.0	-6.0932083
Mecom	-102.38467	0.0	0.0	-6.078685
Eng	-168.9133	0.0	0.0	-6.0773983
Atp10a	-109.4161	0.0	0.0	-6.068233
Slfn5	-114.48822	0.0	0.0	-6.066936
Emcn	-131.82434	0.0	0.0	-6.066005
Tcf15	-51.44653	0.0	0.0	-6.0633655
Cd248	-50.792194	0.0	0.0	-6.0618434
AI467606	-61.841995	0.0	0.0	-6.0592847
Tnfsf10	-69.619385	0.0	0.0	-6.05542
Fzd6	-97.25287	0.0	0.0	-6.051498
Kcnk6	-33.045082	9.258589024716025e-237	2.7665106647557843e-236	-6.0483403
Plp1	202.74554	0.0	0.0	6.0447564
Slc38a5	-81.12589	0.0	0.0	-6.0305476
Grrp1	-114.261536	0.0	0.0	-6.0210843
Lmo2	-124.67723	0.0	0.0	-6.014172
Cdk6	-64.00603	0.0	0.0	-6.011247
Fas	-91.60607	0.0	0.0	-6.0081306
Slc22a8	-112.92451	0.0	0.0	-5.989577
Cmklr1	-31.636152	2.568439609263419e-215	7.296703435407441e-215	-5.9876623
Col4a1	-143.05739	0.0	0.0	-5.984733
Cnn1	-39.73212	0.0	0.0	-5.9714556
Bcam	-141.09888	0.0	0.0	-5.9614253
Gimap4	-24.94987	2.0326023639879078e-136	4.5848173623787394e-136	-5.956305
Ifi204	-26.170755	1.1988289047876914e-149	2.814152358656553e-149	-5.9518275
Pear1	-75.16099	0.0	0.0	-5.9508357
Rad54b	-58.46944	0.0	0.0	-5.9460406
Gimap6	-87.5928	0.0	0.0	-5.9416122
Parp14	-79.05916	0.0	0.0	-5.9404254
Slc52a3	-66.1701	0.0	0.0	-5.9376445
Gbp7	-101.22739	0.0	0.0	-5.936974
Cysltr2	-31.520212	8.684057799222366e-216	2.4740905410889934e-215	-5.9239097
Krtap28-13	-25.648	7.487564709747641e-144	1.7252453248266453e-143	-5.9202294
Pik3r6	-43.58191	0.0	0.0	-5.9186788
