names	scores	pvals	pvals_adj	log2foldchanges
Csmd1	-84.56126	0.0	0.0	-27.81412
Serpine2	-127.83748	0.0	0.0	-27.773941
Kcnip4	-78.474785	0.0	0.0	-27.719097
Slc24a2	-108.2575	0.0	0.0	-27.696669
Nrg3	-79.168106	0.0	0.0	-27.618935
Adgrb3	-88.426445	0.0	0.0	-27.5208
Negr1	-93.453735	0.0	0.0	-27.518023
Rbfox1	-82.29115	0.0	0.0	-27.506746
Nav3	-92.08409	0.0	0.0	-27.448822
Prss23	-120.74751	0.0	0.0	-27.428757
Rasd1	-104.822525	0.0	0.0	-27.396069
Lrrtm4	-75.05357	0.0	0.0	-27.297634
Grm7	-81.82121	0.0	0.0	-27.204973
Fam155a	-77.5642	0.0	0.0	-27.18794
Net1	-105.13571	0.0	0.0	-27.162188
Nr2f2	-105.34031	0.0	0.0	-27.159456
Tenm2	-73.81235	0.0	0.0	-27.121605
Cdh2	-110.74652	0.0	0.0	-27.065248
B4galt4	-110.71136	0.0	0.0	-27.060116
Erc2	-79.52194	0.0	0.0	-27.048962
Asic2	-76.78677	0.0	0.0	-27.01755
Sgcz	-70.56905	0.0	0.0	-26.997103
Lingo2	-68.64319	0.0	0.0	-26.940044
Cacna1a	-93.32566	0.0	0.0	-26.89656
Mertk	-94.513336	0.0	0.0	-26.877443
Grin2a	-77.84144	0.0	0.0	-26.846197
Pde10a	-76.545395	0.0	0.0	-26.809479
Gria1	-78.332565	0.0	0.0	-26.807238
Tnfsf10	-93.823425	0.0	0.0	-26.79795
Cdk14	-99.22315	0.0	0.0	-26.79262
Gria3	-84.711655	0.0	0.0	-26.788599
Cacna1c	-85.990105	0.0	0.0	-26.759418
Gabrb3	-83.59586	0.0	0.0	-26.755594
Lrfn5	-77.26848	0.0	0.0	-26.752792
Sdc2	-98.456764	0.0	0.0	-26.750744
Dpp6	-78.6995	0.0	0.0	-26.726473
Tmem88b	-92.39013	0.0	0.0	-26.716623
Iigp1	-88.99123	0.0	0.0	-26.713318
Gpr34	-71.98649	0.0	0.0	-26.707376
Meis2	-77.65731	0.0	0.0	-26.660511
Pde1a	-83.25145	0.0	0.0	-26.63429
Inpp4b	-83.247406	0.0	0.0	-26.629784
Ccnd1	-90.645004	0.0	0.0	-26.612394
Epha5	-82.2969	0.0	0.0	-26.611368
Smagp	-96.64246	0.0	0.0	-26.610342
Kcna1	-93.03224	0.0	0.0	-26.607975
Dpp10	-74.40586	0.0	0.0	-26.604862
Prkg1	-79.397736	0.0	0.0	-26.604193
Cacnb2	-75.19975	0.0	0.0	-26.587505
Peg3	-95.70802	0.0	0.0	-26.576244
Tbx1	-86.97854	0.0	0.0	-26.57353
Cacna2d3	-67.829605	0.0	0.0	-26.568592
Cyp2d22	-87.65506	0.0	0.0	-26.557405
Cntn5	-63.864487	0.0	0.0	-26.553123
Adap2	-79.33122	0.0	0.0	-26.544926
Ext1	-84.60673	0.0	0.0	-26.51633
Sntg1	-73.35309	0.0	0.0	-26.509
Gabrg3	-67.270775	0.0	0.0	-26.472479
Pcdh15	-66.251114	0.0	0.0	-26.44697
Syn2	-85.512634	0.0	0.0	-26.446264
Robo2	-73.751816	0.0	0.0	-26.41095
Atp2b4	-89.40307	0.0	0.0	-26.410738
Slc19a1	-78.46594	0.0	0.0	-26.405394
Gpr158	-73.88406	0.0	0.0	-26.3964
Cit	-82.97363	0.0	0.0	-26.393278
Pcdh17	-87.57036	0.0	0.0	-26.37605
Pitpnm2	-88.91958	0.0	0.0	-26.339327
P2ry14	-75.955086	0.0	0.0	-26.27318
Hey1	-81.40902	0.0	0.0	-26.269148
Slc38a11	-72.2458	0.0	0.0	-26.254389
Mgat4c	-63.101654	0.0	0.0	-26.24157
Epha6	-62.26868	0.0	0.0	-26.238153
Alg14	-91.09065	0.0	0.0	-26.198477
Cdh13	-74.03539	0.0	0.0	-26.182297
Prdm16	-82.86411	0.0	0.0	-26.17698
Fat3	-71.89483	0.0	0.0	-26.175522
Prelp	-79.273094	0.0	0.0	-26.143694
Gstt2	-82.916176	0.0	0.0	-26.139338
Eln	-69.68336	0.0	0.0	-26.135145
Galnt18	-83.748215	0.0	0.0	-26.13263
Trip10	-85.769905	0.0	0.0	-26.115856
Pde3a	-71.98581	0.0	0.0	-26.093943
Camk4	-72.60407	0.0	0.0	-26.078608
Aspn	-69.80652	0.0	0.0	-26.060953
Grip1	-61.737785	0.0	0.0	-26.056986
Rgs6	-67.382935	0.0	0.0	-26.056631
Lhfpl3	-62.028404	0.0	0.0	-26.056551
Mmp16	-71.83291	0.0	0.0	-26.050278
Slc4a3	-81.47376	0.0	0.0	-26.036978
Synpo2	-77.36703	0.0	0.0	-26.027739
Rnd2	-79.087524	0.0	0.0	-26.02304
Cdh18	-57.807076	0.0	0.0	-26.00914
Ecm2	-71.776726	0.0	0.0	-26.00012
Tenm1	-66.46636	0.0	0.0	-25.991095
Tmem108	-77.30719	0.0	0.0	-25.980534
Hspb2	-71.66727	0.0	0.0	-25.979383
Zfp385b	-66.50051	0.0	0.0	-25.978407
Prrg1	-77.06062	0.0	0.0	-25.96754
Sod3	-62.70134	0.0	0.0	-25.937967
Thrb	-71.280716	0.0	0.0	-25.927729
Adam23	-75.62946	0.0	0.0	-25.923008
