,0
1679,Tmem59l
1680,Ell
1681,Isyna1
1682,Gdf15
1683,Pde4c
1684,Rab3a
1685,Mast3
1686,Haus8
1687,Ushbp1
1688,Plvap
1689,Bst2
1690,Slc27a1
1691,Unc13a
1692,Jak3
1693,Fcho1
1694,Tpm4
1695,Klf2
1696,Tmem38a
1697,Nwd1
1698,Hmox1
1699,Rasd2
1700,Ednra
1701,Gab1
1702,Inpp4b
1703,Il15
1704,Rnf150
1705,Gipc1
1706,Adgre5
1707,Adgrl1
1708,Cacna1a
1709,Ier2
1710,Lyl1
1711,Dnase2a
1712,Junb
1713,Man2b1
1714,Mylk3
1715,Adcy7
1716,Nkd1
1717,Snx20
1718,Sall1
1719,Tox3
1720,Lpcat2
1721,Mt3
1722,Mt2
1723,Mt1
1724,Nup93
1725,Nlrc5
1726,Pllp
1727,Cx3cl1
1728,Dok4
1729,Adgrg3
1730,Ndrg4
1731,Cdh8
1732,Cdh5
1733,Rrad
1734,Cbfb
1735,Hsf4
1736,Exoc3l
1737,Slc9a5
1738,Tppp3
1739,Gfod2
1740,Pla2g15
1741,Zfhx3
1742,Hp
1743,Calb2
1744,Mtss1l
1745,Il34
1746,Cntnap4
1747,Maf
1748,Dynlrb2
1749,Plcg2
1750,Cdh13
1751,Wfdc1
1752,Cotl1
1753,Slc7a5
1754,Car5a
1755,Cyba
1756,Piezo1
1757,Cbfa2t3
1758,Agt
1759,Sipa1l2
1760,Ntpcr
1761,Nrp1
1762,Flnb
1763,Fam107a
1764,Fhit
1765,Ptprg
1766,Synpr
1767,Atxn7
1768,Rarb
1769,Thrb
1770,Nid2
1771,Gng2
1772,Anxa7
1773,Vcl
1774,Adk
1775,Kcnma1
1776,Zmiz1
1777,Zcchc24
1778,Anxa11
1779,Dnah12
1780,Il17rd
1781,Arhgef3
1782,Fam208a
1783,Erc2
1784,Cacna2d3
1785,Lrtm1
1786,Prkcd
1787,Mustn1
1788,Itih3
1789,Stab1
1790,Tnnc1
1791,Sema3g
1792,Hacl1
1793,Galnt15
1794,Vstm4
1795,Wdfy4
1796,Arhgap22
1797,Syt15
1798,Sncg
1799,Mmrn2
1800,Nrg3
1801,Bmp4
1802,Gch1
1803,Lgals3
1804,Slc35f4
1805,Rnase4
1806,Ndrg2
1807,Rpgrip1
1808,Supt16
1809,Ajuba
1810,Slc22a17
1811,Cmtm5
1812,Cpne6
1813,Psme1
1814,Irf9
1815,Adcy4
1816,Nfatc4
1817,Parp4
1818,Gjb6
1819,Fgf9
1820,Phf11b
1821,Setdb2
1822,Cab39l
1823,Tnfrsf19
1824,Sacs
1825,Arl11
1826,Ctsb
1827,Extl3
1828,Clu
1829,Stmn4
1830,Pnma2
1831,Nefm
1832,Nefl
1833,Slc25a37
1834,Pdlim2
1835,Sorbs3
1836,Phyhip
1837,Bmp1
1838,Lgi3
1839,Fam160b2
1840,Gfra2
1841,Cysltr2
1842,Rcbtb2
1843,Lpar6
1844,Lcp1
1845,Tsc22d1
1846,Lacc1
1847,Epsti1
1848,Rgcc
1849,Pcdh17
1850,Pcdh9
1851,Dach1
1852,Klf5
1853,Klf12
1854,Tbc1d4
1855,Lmo7
1856,Kctd12
1857,Slain1
1858,Ednrb
1859,Spry2
1860,Gpc5
1861,Gpc6
1862,Abcc4
1863,Cldn10
1864,Farp1
1865,Dock9
1866,Gpr183
1867,Zic2
1868,Pcca
1869,Casp4
1870,Pdgfd
1871,Dync2h1
1872,Mmp12
1873,Tmem123
1874,Birc3
1875,Trpc6
1876,Arhgap42
1877,Cntn5
1878,Maml2
1879,Mtmr2
1880,Amotl1
1881,Smco4
1882,Fat3
1883,Naalad2
1884,Icam1
1885,Icam5
1886,Tyk2
1887,Pde4a
1888,AB124611
1889,Kank2
1890,Dock6
1891,Elavl3
1892,Cnn1
1893,Acp5
1894,Anln
1895,Opcml
1896,Ntm
1897,St14
1898,Fli1
1899,Ets1
1900,St3gal4
1901,Slc37a2
1902,Robo4
1903,Robo3
1904,Msantd2
1905,Esam
1906,Vsig2
1907,Nrgn
1908,Scn3b
1909,Clmp
1910,Ubash3b
1911,Sorl1
1912,Oaf
1913,Thy1
1914,Mcam
1915,Ccdc153
1916,Cd3d
1917,Scn2b
1918,Scn4b
1919,Il10ra
1920,Fxyd6
1921,Tagln
1922,Nxpe2
1923,Nxpe4
1924,Zbtb16
1925,Ncam1
1926,Bco2
1927,Hspb2
1928,Cryab
1929,Layn
1930,AI593442
1931,Rab39
1932,Slc35f2
1933,Elmod1
1934,Acsbg1
1935,Lingo1
1936,Cspg4
1937,Ppcdc
1938,Rpp25
1939,Cplx3
1940,Arid3b
1941,Sema7a
1942,Stra6
1943,Islr
1944,Islr2
1945,Pml
1946,Hexa
1947,Parp6
1948,Myo9a
1949,Thsd4
1950,Uaca
1951,Kif23
1952,Paqr5
1953,Calml4
1954,Smad6
1955,Dennd4a
1956,Rasl12
1957,Rbpms2
1958,Fbxl22
1959,Rab8b
1960,Tpm1
1961,Anxa2
1962,Fam81a
1963,Myo1e
1964,Aldh1a2
1965,Cgnl1
1966,Unc13c
1967,Scg3
1968,Bmp5
1969,Mlip
1970,Gsta4
1971,Mb21d1
1972,Col12a1
1973,Fam46a
1974,Dopey1
1975,Tbx18
1976,Bcl2a1d
1977,Bcl2a1a
1978,Rasgrf1
1979,Ctsh
1980,Zic1
1981,Zic4
1982,Plscr1
1983,Plscr2
1984,Plscr4
1985,Slc9a9
1986,Chst2
1987,Clstn2
1988,Rbp1
1989,Slco2a1
1990,Bfsp2
1991,Tmem108
1992,Cpne4
1993,Alas1
1994,Hyal2
1995,Slc38a3
1996,Camkv
1997,Traip
1998,Uba7
1999,Fam212a
2000,Bsn
2001,Gpx1
2002,Lamb2
2003,Col7a1
2004,Shisa5
2005,Plxnb1
2006,Cspg5
2007,Ngp
2008,Klhl18
2009,Nbeal2
2010,Pth1r
2011,Als2cl
2012,Ccrl2
2013,Trank1
2014,Arpp21
2015,Clasp2
2016,Cmtm6
2017,Cmtm7
2018,Cmtm8
2019,Tgfbr2
2020,Rbms3
2021,Cx3cr1
2022,Mobp
2023,Myrip
2024,Ctnnb1
2025,Cck
2026,Vipr1
2027,Clec3b
2028,Tmem158
2029,Lars2
2030,Limd1
2031,Slc6a20a
2032,Ccr1
2033,Ccr2
2034,Ccr5
2035,Sfi1
2036,Pla2g3
2037,Smtn
2038,Morc2a
2039,Gatsl3
2040,Osm
2041,Nefh
2042,Emid1
2043,Kremen1
2044,Aebp1
2045,Camk2b
2046,Ramp3
2047,Adcy1
2048,Igfbp3
2049,Tns3
2050,Vwc2
2051,Ikzf1
2052,Ddc
2053,Grb10
2054,Vstm2a
2055,Egfr
2056,Plek
2057,Vps54
2058,Rel
2059,Bcl11a
2060,Vrk2
2061,Ccdc85a
2062,Efemp1
2063,Prorsd1
2064,Sptbn1
2065,Nsg2
2066,Lcp2
2067,Dock2
2068,Tenm2
2069,Gabrg2
2070,Gabra1
2071,Ebf1
2072,Lsm11
2073,Cyfip2
2074,Havcr2
2075,Irgm1
2076,9930111J21Rik2
2077,Flt4
2078,Scgb3a1
2079,Ltc4s
2080,Col23a1
2081,Nhp2
2082,Fstl4
2083,Shroom1
2084,Acsl6
2085,Rapgef6
2086,Gpx3
2087,Slc36a1
2088,Gria1
2089,Irgm2
2090,Fam183b
2091,Nlrp3
2092,Rasd1
2093,Tnfrsf13b
2094,Slc47a1
2095,Rnf112
2096,Epn2
2097,Grap
2098,Trim16
2099,Hs3st3a1
2100,Dnah9
2101,Usp43
2102,Ntn1
2103,Pik3r5
2104,Pik3r6
2105,Arhgef15
2106,Chd3os
2107,Kdm6b
2108,Efnb3
2109,Atp1b2
2110,Cd68
2111,Bcl6b
2112,Arrb2
2113,Cxcl16
2114,Zmynd15
2115,Eno3
2116,Nlrp1b
2117,Xaf1
2118,Atp2a3
2119,Aspa
2120,Hic1
2121,Rtn4rl1
2122,Serpinf1
2123,Scarf1
2124,Nxn
2125,Ssh2
2126,Coro6
2127,Ankrd13b
2128,Sez6
2129,Traf4
2130,Tlcd1
2131,Proca1
2132,Aldoc
2133,Vtn
2134,Tnfaip1
2135,Lgals9
2136,Adap2
2137,Adap2os
2138,Cdk5r1
2139,Tmem98
2140,Asic2
2141,Ccl2
2142,Ccl7
2143,Ccl11
2144,Ccl12
2145,Ccl8
2146,Rffl
2147,Unc45b
2148,Slfn5
2149,Slfn8
2150,Slfn2
2151,Slfn1
2152,Slfn4
2153,Rasl10b
2154,Ccl5
2155,Ccl9
2156,Ccl6
2157,Ccl3
2158,Ccl4
2159,Wfdc17
2160,Myo19
2161,Car4
2162,Bcas3
2163,Tbx2
2164,Tbx4
2165,Sept4
2166,Dynll2
2167,Msi2
2168,Trim25
2169,Dgke
2170,Tmem100
2171,Hlf
2172,Car10
2173,Abcc3
2174,Acsf2
2175,Col1a1
2176,Nxph3
2177,Abi3
2178,Gngt2
2179,Skap1
2180,Copz2
2181,Tbkbp1
2182,Srcin1
2183,Mllt6
2184,Plxdc1
2185,Arl5c
2186,Erbb2
2187,Grb7
2188,Nr1d1
2189,Top2a
2190,Igfbp4
2191,Ttc25
2192,Cnp
2193,Stat5a
2194,Psmc3ip
2195,Cntnap1
2196,Ramp2
2197,Aoc2
2198,Ifi35
2199,Vat1
2200,Rnd2
2201,Tmem106a
2202,Rdm1
2203,Arl4d
2204,Etv4
2205,Meox1
2206,Dusp3
2207,Cd300lg
2208,Grn
2209,Fam171a2
2210,Adam11
2211,Gjc1
2212,Higd1b
2213,Gfap
2214,C1ql1
2215,Fmnl1
2216,Arhgap27
2217,Arhgap27os2
2218,Arhgap27os1
2219,Rprml
2220,Itgb3
2221,Mrc2
2222,Cyb561
2223,Limd2
2224,Cd79b
2225,Icam2
2226,Pecam1
2227,Pitpnc1
2228,Cacng4
2229,Axin2
2230,Rgs9
2231,Slc16a6
2232,Fam20a
2233,Abca9
2234,Kcnj2
2235,Sox9
2236,Cdc42ep4
2237,Sdk2
2238,Ttyh2
2239,Btbd17
2240,Gprc5c
2241,Cd300a
2242,Cd300lf
2243,Slc9a3r1
2244,Grin2c
2245,Hid1
2246,Gga3
2247,Caskin2
2248,Recql5
2249,Unk
2250,Trim47
2251,Foxj1
2252,Rhbdf2
2253,Cygb
2254,St6galnac2
2255,Mxra7
2256,Tmc6
2257,Birc5
2258,Tha1
2259,Socs3
2260,Timp2
2261,Engase
2262,Rbfox3
2263,Gaa
2264,Rnf213
2265,Nptx1
2266,Baiap2
2267,Myadml2
2268,Notum
2269,Notumos
2270,Lrrc45
2271,Cbr2
2272,Cd7
2273,Fn3krp
2274,Net1
2275,Klf6
2276,Adarb2
2277,Ryr2
2278,Actn2
2279,Nid1
2280,Lyst
2281,Hecw1
2282,Gli3
2283,Pou6f2
2284,Hist1h1b
2285,Hist1h2ae
2286,Hist1h2bc
2287,Hist1h1c
2288,Aldh5a1
2289,Gpld1
2290,Dcdc2a
2291,Sox4
2292,Mboat1
2293,Foxq1
2294,Foxf2
2295,Foxc1
2296,Serpinb1a
2297,Serpinb9
2298,Tubb2a
2299,Tubb2b
2300,Nrn1
2301,F13a1
2302,Ly86
2303,Rreb1
2304,Tfap2a
2305,Gcnt2
2306,Edn1
2307,Phactr1
2308,Cd83
2309,Mylip
2310,Rnf144b
2311,Id4
2312,Susd3
2313,Fgd3
2314,Ippk
2315,Ecm2
2316,Aspn
2317,Ogn
2318,S1pr3
2319,Cks2
2320,Gadd45g
2321,Diras2
2322,Syk
2323,Cplx2
2324,Sncb
2325,Unc5a
2326,Hk3
2327,Fam193b
2328,Tifab
2329,Cxcl14
2330,Tgfbi
2331,Spock1
2332,Golm1
2333,Dapk1
2334,Ctla2b
2335,Ctla2a
2336,Ptch1
2337,Slc35d2
2338,Ctsl
2339,Zfp595
2340,Adcy2
2341,Nkd2
2342,Gpr150
2343,Mef2c
2344,Edil3
2345,Vcan
2346,Lhfpl2
2347,Scamp1
2348,Crhbp
2349,Iqgap2
2350,Sv2c
2351,Polk
2352,Col4a3bp
2353,Gcnt4
2354,Hexb
2355,Enc1
2356,Foxd1
2357,Zfp366
2358,Map1b
2359,Cartpt
2360,Serf1
2361,Naip2
2362,Naip5
2363,Naip6
2364,Gtf2h2
2365,Ocln
2366,Ccnb1
2367,Cd180
2368,Adamts6
2369,Elovl7
2370,Pde4d
2371,Rab3c
2372,Plk2
2373,Map3k1
2374,Il6st
2375,Gpx8
2376,Hspb3
2377,Arl15
2378,Itga1
2379,Emb
2380,Hcn1
2381,Pomc
2382,Efr3b
2383,Vsnl1
2384,Ntsr2
2385,Kcnf1
2386,Hpcal1
2387,Klf11
2388,Rrm2
2389,Id2
2390,Rsad2
2391,Sox11
2392,Myt1l
2393,Lamb1
2394,Gpr22
2395,Pik3cg
2396,Nampt
2397,Tspan13
2398,Sostdc1
2399,Agmo
2400,Dgkb
2401,Etv1
2402,Arl4a
2403,Dock4
2404,Lrrn3
2405,Nrcam
2406,Prkd1
2407,Coch
2408,Heatr5a
2409,Npas3
2410,Baz1a
2411,Nfkbia
2412,Clec14a
2413,Lrfn5
2414,Mis18bp1
2415,Vcpkmt
2416,Trim9
2417,Rtn1
2418,Prkch
2419,Kcnh5
2420,Rhoj
2421,Syne2
2422,Rab15
2423,Actn1
2424,Pcnx
2425,Sipa1l1
2426,Rgs6
2427,Dpf3
2428,Numb
2429,Prox2os
2430,Pgf
2431,Fos
2432,Tmem63c
2433,Nrxn3
2434,Dio2
2435,Flrt2
2436,Gpr65
2437,Eml5
2438,Fbln5
2439,Rin3
2440,Lgmn
2441,Chga
2442,Asb2
2443,Ifi27l2a
2444,Serpina3n
2445,Clmn
2446,Ak7
2447,Bcl11b
2448,Cyp46a1
2449,Degs2
2450,Begain
2451,Meg3
2452,Amn
2453,Tnfaip2
2454,Kif26a
2455,Tmem179
2456,Inf2
2457,Pld4
2458,Jag2
2459,Nudt14
2460,Crip2
2461,Crip1
2462,Esyt2
2463,Rapgef5
2464,Ghr
2465,Plcxd3
2466,Dab2
2467,Fyb
2468,Osmr
2469,Egflam
2470,Slc1a3
2471,Ranbp3l
2472,Il7r
2473,Prlr
2474,Rai14
2475,Npr3
2476,Pdzd2
2477,Cdh9
2478,Cdh12
2479,Cdh18
2480,Basp1
2481,Myo10
2482,Fbxl7
2483,Fam105a
2484,Dap
2485,Sema5a
2486,Sdc2
2487,Cpq
2488,Baalc
2489,Fzd6
2490,Cthrc1
2491,Kcnv1
2492,Trps1
2493,Ext1
2494,Mal2
2495,Nov
2496,Enpp2
2497,Sntb1
2498,Atad2
2499,Mtss1
2500,Tmem71
2501,Sla
2502,Ndrg1
2503,St3gal1
2504,Dennd3
2505,Adgrb1
2506,Ly6d
2507,Ly6e
2508,Ly6a
2509,Ly6c1
2510,Ly6h
2511,Gsdmd
2512,Naprt
2513,Plec
2514,Parp10
2515,Mroh1
2516,Slc52a2
2517,Zfp7
2518,Myh9
2519,Pvalb
2520,Ncf4
2521,Csf2rb
2522,Il2rb
2523,Sstr3
2524,Rac2
2525,Cyth4
2526,Mfng
2527,Card10
2528,Lgals1
2529,Sox10
2530,Pla2g6
2531,Maff
2532,Kcnj4
2533,Nptxr
2534,Apobec3
2535,Cbx7
2536,Pdgfb
2537,Syngr1
2538,Mchr1
2539,Desi1
2540,Sept3
2541,Cyp2d22
2542,Nfam1
2543,Cyb5r3
2544,A4galt
2545,Tspo
2546,Scube1
2547,Parvb
2548,Parvg
2549,Fbln1
2550,Ttc38
2551,Pim3
2552,Mlc1
2553,Tubgcp6
2554,Mapk12
2555,Mapk11
2556,Plxnb2
2557,Odf3b
2558,Mapk8ip2
2559,Shank3
2560,Abcd2
2561,Slc2a13
2562,Cntn1
2563,Pdzrn4
2564,Prickle1
2565,Nell2
2566,Dbx2
2567,Arid2
2568,Slc38a1
2569,Slc38a2
2570,Rapgef3
2571,Hdac7
2572,Cacnb3
2573,Rnd1
2574,Ddn
2575,Kmt2d
2576,Tuba1a
2577,Kcnh3
2578,Fmnl3
2579,Faim2
2580,Gpd1
2581,Lima1
2582,Pou6f1
2583,Smagp
2584,Bin2
2585,Acvrl1
2586,Grasp
2587,Nr4a1
2588,Tns2
2589,Igfbp6
2590,Itgb7
2591,Gpr84
2592,Nckap1l
2593,Pde1b
2594,AU021092
2595,Rbfox1
2596,Grin2a
2597,Emp2
2598,Zc3h7a
2599,Tnfrsf17
2600,Mkl2
2601,Myh11
2602,Ppm1f
2603,Tmem191c
2604,Pi4ka
2605,Slc7a4
2606,Scarf2
2607,Prodh
2608,Rtn4r
2609,Tbx1
2610,Cldn5
2611,B3gnt5
2612,Klhl6
2613,Fam131a
2614,Chrd
2615,Vps8
2616,Liph
2617,St6gal1
2618,Rtp4
2619,Sst
2620,Lpp
2621,P3h2
2622,Atp13a5
2623,Atp13a4
2624,Hes1
2625,Fam43a
2626,Apod
2627,Tfrc
2628,Tnk2
2629,Osbpl11
2630,Heg1
2631,Itgb5
2632,Kalrn
2633,Ccdc14
2634,Mylk
2635,Parp14
2636,Dtx3l
2637,Parp9
2638,Cd86
2639,Slc15a2
2640,Hcls1
2641,Stxbp5l
2642,Fstl1
2643,Pla1a
2644,Arhgap31
2645,B4galt4
2646,Igsf11
2647,Lsamp
2648,Gap43
2649,Cfap44
2650,Cd200
2651,Tagln3
2652,Phldb2
2653,Retnlg
2654,Alcam
2655,Abi3bp
2656,Filip1l
2657,St3gal6
2658,Cpox
2659,Crybg3
2660,Epha6
2661,Pros1
2662,Epha3
2663,Htr1f
2664,Cadm2
2665,Gbe1
2666,Robo2
2667,Samsn1
2668,Jam2
2669,App
2670,Cyyr1
2671,Adamts1
2672,Map3k7cl
2673,Grik1
2674,Tiam1
2675,Olig2
2676,Olig1
2677,Il10rb
2678,Ifnar1
2679,Runx1
2680,Erg
2681,Ets2
2682,Psmg1
2683,Igsf5
2684,Pcp4
2685,Prdm15
2686,C2cd2
2687,Ezr
2688,Rnaset2b
2689,Tagap
2690,Rnaset2a
2691,Pde10a
2692,Airn
2693,Smoc2
2694,Prdm9
2695,Lix1
2696,Zfp760
2697,Mmp25
2698,Tnfrsf12a
2699,Prss27
2700,Eci1
2701,Dnase1l2
2702,Pkd1
2703,Tsc2
2704,Slc9a3r2
2705,Syngr3
2706,Noxo1
2707,Msrb1
2708,Tmem204
2709,Sox8
2710,Gng13
2711,Arhgdig
2712,Dusp1
2713,Phf1
2714,Syngap1
2715,Itpr3
2716,Anks1
2717,Def6
2718,Ppard
2719,Fkbp5
2720,Cdkn1a
2721,Cpne5
2722,Fgd2
2723,Pim1
2724,Rsph1
2725,Cbs
2726,Sik1
2727,Notch3
2728,Ephx3
2729,Rasal3
2730,Cyp4f15
2731,Adamts10
2732,Myo1f
2733,Angptl4
2734,Kank3
2735,Rgl2
2736,H2-K1
2737,H2-Oa
2738,H2-DMa
2739,H2-DMb2
2740,H2-DMb1
2741,Psmb9
2742,Tap1
2743,Psmb8
2744,H2-Ob
2745,H2-Ab1
2746,H2-Aa
2747,H2-Eb1
2748,Notch4
2749,Ager
2750,Egfl8
2751,Tnxb
2752,C4b
2753,Hspa1b
2754,Hspa1a
2755,Clic1
2756,Ddah2
2757,D17H6S53E
2758,Aif1
2759,Lst1
2760,Ltb
2761,Tnf
2762,Atp6v1g2
2763,H2-D1
2764,H2-Q4
2765,H2-Q6
2766,H2-Q7
2767,Tcf19
2768,Cchcr1
2769,Ier3
2770,Tubb5
2771,Ppp1r18
2772,H2-T23
2773,Zfp57
2774,Mog
2775,Ptchd4
2776,Adgrf5
2777,Pla2g7
2778,Enpp5
2779,Clic5
2780,Runx2
2781,Tmem63b
2782,Vegfa
2783,Cul9
2784,Ptcra
2785,Ccnd3
2786,Trem2
2787,Nfya
2788,Daam2
2789,Plcl2
2790,Satb1
2791,Pot1b
2792,Stap2
2793,Lrg1
2794,Sema6b
2795,Ptprs
2796,Dennd1c
2797,Tubb4a
2798,Trip10
2799,Vav1
2800,Adgre1
2801,Pdzph1
2802,Efna5
2803,Man2a1
2804,Mtcl1
2805,Ptprm
2806,Lama1
2807,Epb41l3
2808,Dlgap1
2809,Tgif1
2810,Myl12b
2811,Myl12a
2812,Lbh
2813,Xdh
2814,Rasgrp3
2815,Crim1
2816,Vit
2817,Eif2ak2
2818,Prkd3
2819,Cdc42ep3
2820,Cyp1b1
2821,Dhx57
2822,Tmem178
2823,Zfp36l2
2824,Plekhh2
2825,Prkce
2826,Epas1
2827,Nrxn1
2828,Adcyap1
2829,Map3k8
2830,Svil
2831,Colec12
2832,Kctd1
2833,Aqp4
2834,Cdh2
2835,Ttr
2836,Nol4
2837,Celf4
2838,Syt4
2839,Lims2
2840,Gpr17
2841,Bin1
2842,Tslp
2843,Camk4
2844,Reep2
2845,Egr1
2846,Ecscr
2847,Tmem173
2848,Hbegf
2849,Cd14
2850,Arap3
2851,Pcdh1
2852,Pcdh12
2853,Mcc
2854,Kcnn2
2855,Cdo1
2856,Sema6a
2857,Tnfaip8
2858,Snx24
2859,Ppic
2860,Slc12a2
2861,Iigp1
2862,Smim3
2863,Cd74
2864,Slc6a7
2865,Pdgfrb
2866,Csf1r
2867,Slc26a2
2868,Bvht
2869,Afap1l1
2870,Sh3tc2
2871,Adrb2
2872,Apcdd1
2873,Piezo2
2874,St8sia3
2875,Atp8b1
2876,Nedd4l
2877,Sec11c
2878,Pmaip1
2879,Gnal
2880,Cep192
2881,Acaa2
2882,Smad7
2883,Nfatc1
2884,Sall3
2885,Mbp
2886,Neto1
2887,Cbln2
2888,Lrp5
2889,Tcirg1
2890,Unc93b1
2891,Gstp1
2892,Pitpnm1
2893,Ptprcap
2894,Clcf1
2895,Npas4
2896,Cd248
2897,Tmem151a
2898,Klc2
2899,Ccdc85b
2900,Ctsw
2901,Sipa1
2902,Malat1
2903,Neat1
2904,Slc25a45
2905,Pola2
2906,Map4k2
2907,Pygm
2908,Rasgrp2
2909,Nrxn2
2910,Fermt3
2911,Pla2g16
2912,Slc22a8
2913,Slc22a6
2914,Chrm1
2915,Gng3
2916,Ahnak
2917,Fth1
2918,Rab3il1
2919,Syt7
2920,Cd6
2921,Slc15a3
2922,Tmem132a
2923,Tmem109
2924,AW112010
2925,Ms4a1
2926,Ms4a7
2927,Ms4a4a
2928,Ms4a4c
2929,Ms4a4b
2930,Ms4a6c
2931,Ms4a6b
2932,Ms4a6d
2933,Stx3
2934,Mpeg1
2935,Lpxn
2936,Gcnt1
2937,Trpm6
2938,Rorb
2939,Anxa1
2940,Aldh1a1
2941,Gda
2942,Tmem2
2943,Trpm3
2944,Smc5
2945,Tjp2
2946,Pip5k1b
2947,Tmem252
2948,Pgm5
2949,Dock8
2950,Kank1
2951,Glis3
2952,Slc1a1
2953,Jak2
2954,Il33
2955,Prkg1
2956,Sgms1
2957,Acta2
2958,Fas
2959,Ch25h
2960,Ifit2
2961,Ifit3
2962,Ifit3b
2963,Ifit1
2964,Slc16a12
2965,Ppp1r3c
2966,Hhex
2967,Exoc6
2968,Myof
2969,Rbp4
2970,Lgi1
2971,Plce1
2972,Pdlim1
2973,Sorbs1
2974,Entpd1
2975,Blnk
2976,Opalin
2977,Ubtd1
2978,Golga7b
2979,Crtac1
2980,Got1
2981,Scd3
2982,Scd2
2983,Scd1
2984,Lzts2
2985,Kcnip2
2986,Psd
2987,Ina
2988,Neurl1a
2989,Cfap43
2990,Sorcs3
2991,Dusp5
2992,Rbm20
2993,Pdcd4
2994,Tcf7l2
2995,Afap1l2
2996,Ablim1
2997,Fam160b1
2998,Hspa12a
2999,Emx2os
