names	scores	pvals	pvals_adj	log2foldchanges
Siglec1	3.1899278	0.0015512823440675828	0.002296494957909079	25.467705
Lilra5	2.2298305	0.026390700038135914	0.03461075414837497	24.40347
Inpp5d	61.295567	2.4024235439465713e-190	2.4024235439465714e-187	8.54382
Hmha1	28.037046	1.1769580468219051e-91	2.8022810638616786e-90	8.288203
Slamf7	2.4431572	0.015051579732253342	0.020189912451044054	8.265974
Trim30b	2.1802125	0.029905466471080288	0.03914328072130928	8.1539955
Tlr8	1.9444625	0.0526381485049675	0.06642037666241957	8.0776205
Fyb	29.240381	3.686927107890396e-96	1.0534077451115416e-94	8.043959
Myo1f	23.611738	1.6780320152517208e-74	2.4496817740901032e-73	8.002479
Dock8	29.88949	1.4607062547045747e-98	4.789200835096966e-97	7.99404
Ikzf1	26.998323	1.020470872086856e-87	2.1259809835142835e-86	7.989906
Fgd2	19.936722	1.087204415046775e-59	1.0872044150467748e-58	7.9527535
Runx1	26.620514	2.8382875583543935e-86	5.565269722263517e-85	7.9145856
Vav1	13.328788	4.4191667768510955e-33	2.27792101899541e-32	7.826776
Uba7	2.5746	0.010444715146290513	0.01428825601407731	7.7899747
Phf11a	2.1561825	0.031748191366245446	0.041392687570072285	7.749544
Csf2rb	7.69243	1.4709432320214016e-13	3.695837266385431e-13	7.732291
Bin2	14.505932	1.088580114174048e-37	6.518443797449388e-37	7.6952996
Nlrp1a	4.7588196	2.8502297978923185e-06	5.163459778790432e-06	7.685823
Phf11b	2.9696407	0.003186558166160502	0.004618200240812322	7.6623425
Cd48	8.037781	1.4098214436115676e-14	3.734626340692894e-14	7.652851
Il21r	7.4696283	6.435419828652205e-13	1.5753781710286918e-12	7.63892
Cd37	13.976559	1.32346818011703e-35	7.435214495039495e-35	7.6259665
Ptprc	22.076723	2.2853453666308162e-68	2.9112679829691925e-67	7.6113443
Rhoh	12.01913	4.159945037673602e-28	1.8047483894462483e-27	7.578952
Rasal3	8.658212	1.763603474501029e-16	5.082430762250805e-16	7.577289
Csf3r	20.453249	8.453085273553275e-62	8.992643908035399e-61	7.572343
Il1rl1	2.8119657	0.0052006183542868435	0.007345506150122661	7.5540586
Ifi204	6.5988555	1.529365257817292e-10	3.409955981755389e-10	7.52529
Cd244	5.707742	2.4375636901682013e-08	4.974619775853472e-08	7.4872527
AI607873	7.0421247	1.0030529128619034e-11	2.3490700535407574e-11	7.484866
Cd84	16.526604	8.50062420774946e-46	6.204835188138291e-45	7.4628444
Ly86	25.404764	1.3767370807284813e-81	2.5031583285972386e-80	7.457052
Naip2	9.606684	1.4867413968509186e-19	4.9067372833363655e-19	7.4554505
Naip5	7.374913	1.1938852706670452e-12	2.890763367232555e-12	7.450928
C5ar1	7.7700677	8.733452590220889e-14	2.213802937952063e-13	7.4499664
Il10ra	12.601223	2.6970000053619247e-30	1.278199054673898e-29	7.428497
Msr1	6.040386	3.919492018143647e-09	8.242885421963506e-09	7.427772
Itgax	2.873977	0.0043001999558842565	0.0061300070646960175	7.393659
Pik3ap1	16.577396	5.262506743688412e-46	3.869490252712067e-45	7.36436
Ccr1	2.412502	0.016355482382682467	0.021880243990210657	7.3594522
Abi3	13.257807	8.281465409226815e-33	4.2360436875840483e-32	7.3474717
Siglech	18.54033	5.296028607848177e-54	4.585306153981106e-53	7.3469806
Cd86	14.35027	4.467278641686753e-37	2.6201047751828462e-36	7.3457613
P2ry6	14.895854	3.0722016962078883e-39	1.91414435900803e-38	7.2846756
Lilrb4a	8.799887	6.301666353983047e-17	1.8534312805832488e-16	7.283846
Tnf	2.9292893	0.003619412415630854	0.005211536955551986	7.265532
Arhgap9	3.6522682	0.0002995261429848059	0.00047206641920379184	7.2425776
Spi1	12.88391	2.2603462207856306e-31	1.1026079125783565e-30	7.242468
Csf1r	26.711609	1.2026626261183047e-86	2.4053252522366092e-85	7.2418737
Gna15	10.627168	4.661772581036084e-23	1.7170433079322592e-22	7.2377987
Lyl1	6.28488	9.726895119802488e-10	2.098574998878638e-09	7.1817875
Pik3cg	8.216346	4.080840947179443e-15	1.0999571286197959e-14	7.1779118
Cyth4	20.203787	8.715169113681712e-61	9.031263330240117e-60	7.174087
Ms4a4a	3.7173107	0.0002342525699421231	0.00037301364640465463	7.167159
Tlr13	5.1686287	3.9657266335589903e-07	7.575409042137518e-07	7.1652136
Nckap1l	16.813665	5.80785125716858e-47	4.318105023917159e-46	7.1447062
Nlrp3	5.767411	1.7660987765282625e-08	3.6264861941032084e-08	7.1144214
Slc11a1	7.587688	2.954549864877243e-13	7.36795477525497e-13	7.0873027
Ncf1	14.7687	9.82608745856267e-39	6.065486085532512e-38	7.07933
Clec7a	2.8108194	0.005218777794869883	0.00736595313319673	7.068096
Adgre1	12.0895815	2.2673084987925664e-28	9.988143166487076e-28	7.0655365
Pyhin1	3.1374328	0.0018484674055410733	0.0027243440022712943	7.05208
Cd33	11.483836	3.918098022590556e-26	1.5830699081173964e-25	7.0382023
Clec4a3	6.2097373	1.4993712690245173e-09	3.2037847628729e-09	7.022565
Glrp1	7.237957	2.8896933746702036e-12	6.888422824005253e-12	7.0081787
Adap2	24.943913	7.879590706191118e-80	1.3585501217570892e-78	6.948675
Lcp2	13.784463	7.447357785579247e-35	4.069594418349315e-34	6.948082
Wdfy4	13.453337	1.4490112111474311e-33	7.586446131661943e-33	6.9309525
Apbb1ip	31.095427	4.673994419756226e-103	1.763771479153293e-101	6.9035687
Selplg	18.163212	1.8271914817911102e-52	1.5354550267152187e-51	6.8913245
Ccr5	13.937761	1.8736431078115217e-35	1.0409128376730676e-34	6.87489
Tlr7	12.362335	2.1500666912436567e-29	9.773030414743893e-29	6.8696074
Sash3	4.16513	3.9207675173856825e-05	6.533439057838991e-05	6.858548
