names	scores	pvals	pvals_adj	log2foldchanges
Shisa6	20.486702	5.6081316064441925e-30	4.216640305597137e-29	4.3456326
Fam19a1	17.390083	3.378135277372574e-26	2.193594335956217e-25	3.892668
Ccbe1	6.8545895	3.314404351950414e-09	8.722116715658983e-09	3.6734571
Hs3st4	12.619239	3.5976268829427337e-19	1.759230749605249e-18	2.8841212
Cntnap5c	10.29113	2.9967894103976944e-15	1.1548321427351423e-14	2.8401444
Slc9a2	3.8472815	0.0002766277218068314	0.00048025646147019347	2.826346
Pip5k1b	8.8578825	9.46452972269446e-13	3.1184611936390315e-12	2.8169327
Nrp1	11.2427635	7.185969963169662e-17	3.0449025267668063e-16	2.7364228
Slc44a5	8.235805	1.1784705709999857e-11	3.65417231317825e-11	2.657739
Golm1	5.332177	1.330592570270068e-06	2.8071573212448693e-06	2.6427655
Homer3	3.5637739	0.0006941341689963309	0.0011617308267721019	2.5379992
Cpne4	6.619604	8.386532613680849e-09	2.1421539243118388e-08	2.5355377
Mndal	2.2653768	0.026839117617174058	0.037537227436607076	2.4325607
Nkain3	9.516321	6.143778367582013e-14	2.1406893266836285e-13	2.3067505
Thsd4	7.123722	1.0804978052765676e-09	2.976577975968506e-09	2.2787278
Dpf3	4.169571	9.300384766847078e-05	0.00016884936819338412	2.2218025
Tspan18	2.5892344	0.01187654176377695	0.017529950942844208	2.1731982
Stac	2.6265368	0.010770826289473947	0.01594496860025751	2.1569598
Arhgef26	4.872172	7.4758164172764286e-06	1.4847698941959145e-05	2.1419585
Adamts9	3.6315198	0.0005584714503507353	0.0009433639364032691	2.123329
Ust	8.192458	1.3348611588344658e-11	4.1135937098134537e-11	2.1026275
Tgfb2	3.4271145	0.0010671750588128015	0.0017494673095291829	2.0373688
Htr4	5.4079523	9.9044155603487e-07	2.1231330247264095e-06	2.035638
Egfem1	7.257094	6.158203083981507e-10	1.7225742892255963e-09	2.0211694
Lsamp	23.127531	1.7313011557713178e-35	1.6333029771427528e-34	2.0114918
Tanc1	8.369713	6.363094222242276e-12	2.010456310345111e-11	1.9716659
Zcchc16	7.6096716	1.4540203328004902e-10	4.239126334695306e-10	1.9639745
Zfp804a	7.3110976	4.953227334557372e-10	1.3933128929837896e-09	1.9523075
Cacnb2	11.412842	2.8160048379057494e-17	1.2378043243541754e-16	1.921931
Col11a1	3.8373952	0.0002856679506412675	0.0004955211632979488	1.9181914
Trhde	6.0926647	6.803355120903537e-08	1.619846457357985e-07	1.8918163
Kcnip4	14.946294	1.7786963254186305e-23	1.0619082539812718e-22	1.7685734
Arhgef6	3.511773	0.0008156564335861395	0.0013515433862239263	1.6910158
Dpyd	6.3334866	2.5553351153272147e-08	6.29392885548575e-08	1.6476849
Vit	1.8447379	0.06965296510169532	0.09207265710733023	1.6415937
Pde11a	1.7486842	0.08511176203009944	0.11184200003955248	1.6078871
Ror1	3.3115916	0.001522123140910703	0.0024629824286580954	1.5920742
Crispld1	2.9211698	0.004797913488292782	0.007375731726814423	1.5531515
Luzp2	5.918515	1.3152200622632593e-07	3.069358371676218e-07	1.5272313
Thsd7b	4.9150295	6.313737989037081e-06	1.2589706857501658e-05	1.4613731
Nell1	5.139778	2.7239128918502294e-06	5.6163152409283084e-06	1.4495344
Acss1	3.4745595	0.0009160178749493851	0.0015103345011531493	1.4288826
Itga4	2.2251391	0.02955761575654451	0.041091936928044734	1.4214158
RP23-231J2.1	2.5482714	0.013219214161116339	0.019383011966446245	1.3933226
Tenm2	5.636623	4.0050822920300543e-07	8.920005104743996e-07	1.3701569
Akap13	4.888281	6.967295495015396e-06	1.3879074691265729e-05	1.3549466
Kcnq5	5.90805	1.3573696107160172e-07	3.1603483369406686e-07	1.3270718
Kit	1.8994501	0.06195311248505943	0.08271443589460538	1.3077143
Mgat4c	5.430875	8.869037183394069e-07	1.911430427455618e-06	1.3040189
Notch2	2.3963006	0.019451620680084786	0.027801979616076392	1.2840765
Slc24a2	12.557604	1.0933052655738456e-19	5.452894092637634e-19	1.26239
Slit2	2.9634032	0.0042572331890661196	0.006579958561153199	1.1837953
Cntnap2	5.871471	1.556765347769501e-07	3.603623490207178e-07	1.1765735
Sgcd	5.302378	1.4401072094372663e-06	3.025435313943837e-06	1.1577017
Fstl5	3.7111301	0.0004300239724571938	0.0007344559734537895	1.1541276
Myh9	3.4424937	0.0010129124241123172	0.001664605462797563	1.1480002
Bche	2.2672184	0.026676714028984434	0.03733619878094392	1.1433985
Tmem108	4.3407726	5.0706428745755904e-05	9.381392922434025e-05	1.143124
Ndst4	1.8844367	0.06400611599596506	0.08517114570321366	1.1408081
Ctsc	1.8370378	0.07073098889495631	0.0934359166379872	1.1235193
Epha3	3.155794	0.0024299531056126227	0.0038479067388956815	1.1227565
P3h2	2.488475	0.015398705269390868	0.022398116755477624	1.0991884
Ntsr2	2.6832714	0.009219628678801859	0.01375037834273208	1.0980568
Htr1f	4.429332	3.676584087188939e-05	6.88498892732011e-05	1.076367
Fam19a2	3.779306	0.00034373645733082553	0.0005926490643634923	1.0711437
Chst11	4.4335737	3.6260532520440574e-05	6.796725870748e-05	1.0517479
Man1a	2.8884807	0.005259359310201861	0.008054149020217245	1.0155295
Usp54	-3.925578	0.00020266848353243773	0.0003555587430393645	-1.0003713
Crlf3	-3.0431662	0.0033246926841314184	0.0051867280563672674	-1.0075718
Tubb5	-3.4703276	0.0008995440922796776	0.0014868497393052522	-1.0246056
Arhgap29	-2.2218769	0.02956564861972819	0.041091936928044734	-1.0284338
Cflar	-2.3755765	0.020275064969254013	0.02894370445289652	-1.0287206
Sf3b5	-1.9067441	0.06072718289967884	0.08124037846110882	-1.0399286
Plekho1	-2.8912249	0.005132677625270946	0.007872204946734579	-1.0402082
Myo3b	-1.883284	0.06394606151341375	0.08517114570321366	-1.04295
Kcnh5	-4.2931857	5.719034201335448e-05	0.0001052260202637617	-1.05075
Hipk2	-5.319247	1.2340862034062133e-06	2.609061740816519e-06	-1.0530732
Arrdc3	-3.0951302	0.0028468644098629714	0.0044832510391542854	-1.054979
Etv6	-3.549324	0.0007134516347231607	0.0011920662234305107	-1.0590216
Fam107a	-2.4202352	0.01807096281475999	0.02594538810446517	-1.0638425
Ptprd	-6.6407485	6.870114213671161e-09	1.7683691669681237e-08	-1.0735637
Sparc	-2.052698	0.04402860526301053	0.05998447583516421	-1.0744642
Plod1	-1.9018846	0.06141223342163092	0.08204707203958707	-1.0764285
Wls	-2.7736397	0.007182869528378432	0.010817574590931373	-1.0783874
Soga1	-3.5417817	0.0007184848582782986	0.00119847349170692	-1.0797505
Pip4k2a	-4.8272204	8.24587112091704e-06	1.6296187986002058e-05	-1.0800467
Cnp	-3.9413185	0.0001891147196003896	0.0003323633033398763	-1.0804654
Chchd10	-3.9896114	0.00016414114026794564	0.00029154731841553403	-1.0823817
Atp6v1g1	-2.3302267	0.022735616984616635	0.032112453368102596	-1.0841755
Smad7	-4.1508946	9.303600187455465e-05	0.00016884936819338412	-1.091005
Sema5b	-2.3191109	0.02345771562524993	0.03310085923511996	-1.0932492
Acer2	-1.6836193	0.09656265842571181	0.1260609117829136	-1.0953882
Rrbp1	-3.873566	0.0002431837746375161	0.00042440449325919046	-1.095627
Ctsb	-3.7752767	0.00034019323227640436	0.0005875530781975896	-1.0998076
Ttll7	-5.4093466	9.13410197578303e-07	1.9643230055447374e-06	-1.1034158
Ndufa1	-2.0332992	0.04600549013055845	0.06250745941651964	-1.1082487
Degs2	-1.9171658	0.05914202790764216	0.07927885778504311	-1.1090484
Eps8	-2.621709	0.010794530668606061	0.015968240634032634	-1.1118664
Cd81	-3.8105135	0.0003047706759521527	0.0005281987451510446	-1.1151679
Lhfpl2	-2.2443614	0.02802913361926573	0.039146834663778954	-1.118358
Mt1	-5.0287514	3.7694923045713255e-06	7.653791481363098e-06	-1.1218748
Dbi	-3.8063207	0.0003057504950991086	0.0005294380867517032	-1.1233599
Apoe	-6.078785	6.074808442943875e-08	1.456788595430186e-07	-1.1237078
Sccpdh	-2.4775496	0.015727283718677855	0.022842823120810245	-1.1249901
Msi2	-6.6492076	5.891046128977415e-09	1.5261777536210918e-08	-1.1250008
Inpp4b	-4.7707157	1.0136577944684282e-05	1.989514807592597e-05	-1.131004
Aatk	-4.9122524	5.911633334529918e-06	1.1835101770830666e-05	-1.1346823
Slc7a10	-2.0039973	0.048915919536049526	0.06619204267395065	-1.1372291
Slc38a2	-5.757492	2.1760937147191485e-07	4.956933290932001e-07	-1.1393278
Clu	-4.422249	3.566808742586233e-05	6.691948860386928e-05	-1.1396313
Cst3	-5.97914	9.38767706386184e-08	2.2166887990228666e-07	-1.1422111
Unc5d	-4.2651663	6.464776508873399e-05	0.00011872867784891459	-1.1422404
Wasf2	-3.72813	0.0003934490941828969	0.0006742915067401832	-1.1440424
St6galnac3	-5.7619967	2.165377308019479e-07	4.938146654548413e-07	-1.1457304
Lgi4	-1.6681716	0.09970886388562507	0.1299138291669382	-1.1515651
Fnbp1	-6.8883376	2.1499393364311666e-09	5.733171563816444e-09	-1.1530367
Vegfa	-2.3577445	0.021292086428404272	0.030309019826909995	-1.1581941
Lrig1	-2.874002	0.005380346981294296	0.008219062853207637	-1.1583526
Thsd7a	-4.9728165	4.783418262448857e-06	9.634276460118544e-06	-1.1587958
Klf13	-4.711206	1.2552353774389101e-05	2.4468525876002145e-05	-1.1601381
Ocln	-1.69956	0.09363530272193162	0.1223990885254008	-1.163316
Ndufb9	-3.9820704	0.00016813406678706797	0.0002981100474948014	-1.1698062
Prdx1	-3.354092	0.001305423366329846	0.002127829447970409	-1.1732479
Arhgap42	-3.7166219	0.0004093605259140391	0.0007003601812045151	-1.1745195
Kcnmb2	-2.1707032	0.033508379190028005	0.04637837950176886	-1.1749101
Syt9	-1.9610107	0.05407341060913069	0.07272819180784222	-1.1776091
Enpp6	-3.0640917	0.0030894668234651493	0.004842424488189889	-1.1787194
Klhl1	-2.6355534	0.01044066643343176	0.015467653975454458	-1.1885586
Otud7b	-5.234128	1.7212266647777858e-06	3.5971299159410363e-06	-1.1901327
Nkain1	-3.7145934	0.0004026025416161592	0.0006893879137263001	-1.1986806
Gltp	-1.7855387	0.07851597937843828	0.1033785113606824	-1.2068671
Lgmn	-3.6733234	0.0004709617620438129	0.00080027487178218	-1.2203315
Pltp	-2.4845448	0.01531266364772997	0.022305409537844094	-1.2213974
Tspan9	-3.202607	0.0020718747239500297	0.003309704031869057	-1.2234262
Mpzl1	-3.589103	0.0006183586103529484	0.0010418847689181944	-1.2258574
Camk2n1	-5.3536963	1.0863441252423954e-06	2.3162987745040415e-06	-1.2289134
Ghr	-3.114735	0.002729441529840059	0.004301720299196311	-1.2311372
Ctsz	-2.570567	0.01228359467105928	0.018090713801265507	-1.2351465
Pak1	-6.509904	1.0143455541622509e-08	2.5712181347585572e-08	-1.2361536
Col19a1	-3.5366588	0.0007352426641475387	0.0012243841201457764	-1.243966
Abcg2	-3.5656617	0.0006321683254756038	0.0010642564401946192	-1.2457516
Bmp6	-1.8661524	0.0663655931524765	0.0879596993405918	-1.2471881
Zfp804b	-4.113217	0.00010735103808082519	0.00019377443696899852	-1.2493733
Sparcl1	-5.073221	3.2148497781503162e-06	6.5743349246427734e-06	-1.2507367
Gstm1	-2.365698	0.020814625600664927	0.02965046381861101	-1.2519182
Phkg1	-2.343732	0.02197796925935742	0.031130268072744223	-1.2528431
Tuba1a	-5.443906	7.588636031590812e-07	1.6461249526227358e-06	-1.2557976
Appl2	-4.336855	4.681106184763114e-05	8.676749183990944e-05	-1.2579474
Cdh13	-4.2387176	7.120995791585768e-05	0.00013030184431081003	-1.2671238
Slc37a2	-1.8460258	0.06884535805478074	0.09112555665755229	-1.2733194
Kif13a	-4.838087	7.936409900278279e-06	1.5715663168867878e-05	-1.2735268
Plcl1	-6.052514	6.867857529365338e-08	1.6332598167337306e-07	-1.2788501
Ppap2b	-4.9051666	5.519898694465532e-06	1.1084133924629583e-05	-1.2811126
Lhfp	-4.5367656	2.3700266385531814e-05	4.505754065690459e-05	-1.2839644
Fam102b	-2.9649951	0.004183840933262494	0.006471525032115227	-1.2842863
Htr2c	-4.604788	1.8515070463499617e-05	3.57089112121497e-05	-1.2858015
Cpa6	-2.6633127	0.009476658987999868	0.014112671612806953	-1.302102
Heg1	-3.4245133	0.0010432156474822968	0.001712997779117072	-1.3057418
Rtkn	-3.2308776	0.0018946741119384915	0.0030363367178501467	-1.3097382
